Abteilung,Suchbegriff,Suchhäufigkeit,ASIN,Nr. 1 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil,ASIN,Nr. 2 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil,ASIN,Nr. 3 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil
Amazon.de,muttertag,"99,97",3868736557,Wir beide: Das Erinnerungsalbum für Mutter und Tochter zum Muttertag,"20,12","5,53",3868838686,"Was ich an dir liebe, Mama: Eine originelle Liebeserklärung zum Ausfüllen und Verschenken","18,64","2,36",3742301837,Was ich an dir liebe – Zum Muttertag: Zum Ausfüllen und Verschenken,"6,36","2,23"
Amazon.de,philips hue,"99,97",B01LZ8QYPI,"Philips Hue LED Lampe E27 Starter Set 3. Generation inkl. Bridge, dimmbar, 16 Mio Farben, funktioniert mit Amazon Alexa","17,01","10,98",B016H0R7SE,"Philips Hue White LED Lampe E27 Starter Set inkl. Bridge, dimmbar, Standard Verpackung, funktioniert mit Amazon Alexa","11,67","5,13",B009567QOI,"Philips Living Colors Iris, EEK A, Energiesparende LED-Technologie mit 10 Watt, 16 Millionen Farben, mit Fernbedienung, klar 7099960PH","5,72","4,86"
Amazon.de,playmobil,"99,97",B0077QT4VG,Playmobil 5167 - Mein Neues Mitnehm-Puppenhaus,"4,62","2,42",B00IF1VVFO,PLAYMOBIL 5568 - Kinderspielplatz,"3,67","3,12",B00O4E4040,PLAYMOBIL 6671 - Familien-Wohnmobil,"2,81","0,97"
Amazon.de,ps4,"99,97",B01M4J96DV,"PlayStation 4 - Konsole (500GB, schwarz, slim) inkl. 2. DualShock Controller","18,95","19,37",B01N4K7CBF,Constructor,"6,81","4,87",B01LQF9UKS,PlayStation 4 Pro - Konsole (1TB),"4,99","4,61"
Amazon.de,soda stream,"99,97",B06XGNM7R2,"SodaStream CRYSTAL 2.0 Glaskaraffen Wassersprudler zum Sprudeln von Leitungswasser, mit spülmaschinenfester Glasflasche für Sprudelwasser. inkl. 1 Zylinder und 2 Glaskaraffen 0,6l; Farbe: titan","23,32","2,46",B005Q9GKXG,"SodaStream Wassersprudler-Set Crystal - mit dem Glaskaraffen Sprudler ohne schleppen aus Leitungswasser prickelndes Sprudelwasser machen (1x CO2-Zylinder 60L und 2x 0,6L Glaskaraffen) Titan/Silber",21,"7,98",B01MSZ58DO,"SodaStream Easy Wassersprudler zum Sprudeln von Leitungswasser, macht aus Leitungswasser Sprudelwasser - ohne schleppen. mit 1 Zylinder und 1L PET Flasche (BPA FREI!); Farbe: schwarz","10,84","8,36"
Amazon.de,switch,"99,97",B01M6ZGICT,Nintendo Switch Konsole Grau,"41,49","1,79",B01N5OPMJW,Nintendo Switch Konsole Neon-Rot/Neon-Blau,"15,46","0,81",B000FNFSPY,TP-Link TL-SF1005D Netzwerk Switch 5x 10/100MBit/s RJ45 ports [Amazon frustfreie Verpackung],"9,03","14,44"
Amazon.de,waschmaschine,"99,97",B005F5OAJ2,Beko WMB 71643 PTE Frontlader Waschmaschine / A+++ A / 0.749 kWh / 1600 UpM / 7 kg / 41 L / Pet Hair Removal / Watersafe / weiß,"15,98","5,88",B00D8DLBC2,Bauknecht WA PLUS 744 A+++ Waschmaschine Frontlader / A+++ B / 1400 UpM / 7 kg / Weiß / Smart Select / Jeans Programm,"7,79","9,82",B01BPFJFU4,Siemens WM14N120 iQ300 Waschmaschine FL / A+++ / 157 kWh/Jahr / 1390 UpM / 7 kg / Weiß Outdoor / Imprägnier-Programm,"7,39","2,73"
Amazon.de,xbox one spiele,"99,97",B01H3VW76I,Elex - [Xbox One],"4,98","0,72",B071DJNGVV,Call of Duty: WWII - Standard Edition - [Xbox One],"4,09",1,B01N5LNFWP,Constructor,"3,78",0
Amazon.de,amazon fire tv stick,"99,96",B01ETRIS3K,Der neue Fire TV Stick mit Alexa-Sprachfernbedienung,"74,36","35,58",B00LO2DE6K,"Fire TV Stick, Zertifiziert und generalüberholt","10,66","27,57",B00UH2K93O,Amazon Fire TV mit 4K Ultra HD,"8,09","7,39"
Amazon.de,bose,"99,96",B00X9XD1LK,Bose SoundLink Mini Bluetooth Lautsprecher II carbon,"14,33","3,39",B06XPFYG3D,Bose SoundLink Revolve Bluetooth Lautsprecher schwarz,"9,17","4,86",B0117RGGDE,"Bose SoundTouch 10 kabelloser Lautsprecher, schwarz","8,66","7,2"
Amazon.de,echo,"99,96",B01GAGVCUY,"Amazon Echo, Schwarz","42,41","33,32",B01DFKBG54,"Amazon Echo Dot (2. Generation), Schwarz","32,74","6,85",B01GAGVWYU,"Amazon Echo, Weiß","8,68","28,23"
Amazon.de,echo dot,"99,96",B01DFKBG54,"Amazon Echo Dot (2. Generation), Schwarz","58,99","18,22",B01DFKC22A,"Amazon Echo Dot (2. Generation), Weiß","16,06","14,86",B01GAGVCUY,"Amazon Echo, Schwarz","10,33","4,31"
Amazon.de,epilierer,"99,96",B00R9HOM0Q,"Braun Silk-épil 9 SkinSpa Epilierer SE9-961e, mit Peeling-Bürste, weiß/türkis","13,65","3,8",B00SKNMC14,"Braun Silk-épil 3 Epilierer 3270, Premium Pack mit Rasierkopf, Trimmer-Aufsatz und Reise-Etui, weiß/himbeere","12,36",9,B0136OKIIU,"Braun Silk-épil 5 5-541 – kabelloses Wet&Dry Epiliergerät mit 4 Aufsätzen, einschließlich eines Scherkopfes","11,96","5,42"
Amazon.de,fahrradschloss,"99,96",B0077KG5FA,"ABUS Kettenschloss 1500, Red, 60 cm, 56343","7,45","2,08",B005VMO49U,"ABUS Faltschloss 6500/85 Bordo Granit X-Plus, Black, 85 cm, 55160","7,07","0,64",B001PLE0XQ,"ABUS Kettenschloss 880, Black, 110 cm, 43307","6,87","2,64"
Amazon.de,iphone 6 hülle,"99,96",B00PK7U52Q,mumbi Schutzhülle iPhone 6 6s Hülle transparent weiss,"29,28","14,91",B00OZLO790,mumbi Schutzhülle iPhone 6 6s Hülle,"28,54","8,45",B01FXUUHUY,mumbi UltraSlim Hülle für iPhone 6 6s Schutzhülle transparent (Ultra Slim - 0.55 mm),"14,69","11,18"
Amazon.de,iphone 6s hülle,"99,96",B01FXUUHUY,mumbi UltraSlim Hülle für iPhone 6 6s Schutzhülle transparent (Ultra Slim - 0.55 mm),"57,07","15,34",B00OZLO790,mumbi Schutzhülle iPhone 6 6s Hülle,"8,22","5,74",B01G2DECQQ,mumbi double GRIP Hülle für iPhone 6 6s Schutzhülle schwarz,"6,12","7,19"
Amazon.de,klimaanlage,"99,96",B001AO0OXI,Honeywell HO-5500RE Turmventilator oszillierend silber/schwarz,"28,64","1,66",B00C68CPMK,"Comfee MSR23-12HRDN1-QE Inverter Split-Klimagerät mit Quick-Connector 11000 BTU inklusive Wärmepumpe, Raumgröße bis 40 m² , EEK: A","17,98","2,61",B00UAEOVJM,"De'Longhi PAC AN97 Real Feel Mobiles Klimagerät (Max Kühlleistung 2.700 kW/10.700 BTU/h, Separate Entfeuchtungsfunktion, Geeignet für Räume bis zu 95 m³) [Energieklasse EEK A]","13,27","9,23"
Amazon.de,kopfhörer,"99,96",B00NBR70DO,"Sony MDR-ZX110 faltbarer Bügelkopfhörer, schwarz","17,18","16,67",B0007XJSQC,Sennheiser HD 201 Kopfhörer (Kraftvoller Stereosound) schwarz,"10,73","7,87",B00I3LUWQA,Sony MDRZX310 Lifestyle Kopfhörer schwarz,"10,48","4,06"
Amazon.de,rogue one,"99,96",B01NAJKBUK,Rogue One - A Star Wars Story [Blu-ray],"88,64","50,72",B072DW8C84,Rogue One: A Star Wars Story 2D & 3D [3D Blu-ray],"2,48","13,82",B072L3WDG5,Guardians of the Galaxy Vol. 2 - 2D & 3D Steelbook Edition [3D Blu-ray] [Limited Edition],"2,24","2,16"
Amazon.de,samsung galaxy s8,"99,96",B06XJ49G5B,"Samsung Galaxy S8 Smartphone (5,8 Zoll (14,7 cm) Touch-Display, 64GB interner Speicher, Android OS) midnight black","58,02","26,94",B06XJ6BTYT,"Samsung Galaxy S8+ Smartphone (6,2 Zoll (15,8 cm) Touch-Display, 64GB interner Speicher, Android OS) midnight black","10,88","5,26",B06XJ474HV,"Samsung Galaxy S8+ Smartphone (6,2 Zoll (15,8 cm) Touch-Display, 64GB interner Speicher, Android OS) arctic silver","6,71","10,05"
Amazon.de,trampolin,"99,96",B002U0KB8E,"Ultrasport Gartentrampolin Jumper inkl. Sicherheitsnetz, Blau, 305 cm, 330700000120","41,44","9,94",B00M42YA4E,"Ultrasport Gartentrampolin Uni-Jump, Kindertrampolin, Trampolin Komplettset inklusive Sprungmatte, Sicherheitsnetz, gepolsterten Netzpfosten und Randabdeckung, 183 cm","12,36","10,74",B00MA60A7A,"Ultrasport Gartentrampolin Uni-Jump, Kindertrampolin, Trampolin Komplettset inklusive Sprungmatte, Sicherheitsnetz, gepolsterten Netzpfosten und Randabdeckung, 305 cm","5,75","1,59"
Amazon.de,vans,"99,96",B000UYCOKA,"Vans AUTHENTIC VEE3 Unisex-Erwachsene Sneakers, schwarz/weiÃŸ, EU 39","17,7","6,82",B000R3QPDG,"Vans Old Skool, VD3HY28,  Unisex-Erwachsene Sneakers, Schwarz (BlacK), 39 EU","14,17","0,83",B000UYJBOM,"Vans AUTHENTIC Unisex-Erwachsene Sneakers, Blanc - True White, 37 EU","6,8","3,64"
Amazon.de,wasserkocher,"99,96",B0019QLTMW,"Philips HD4646/20  Serie Wasserkocher (1,5 Liter, 2400 Watt, Anti-Kalk) schwarz","22,51","8,3",B0089K47UW,Clatronic WK 3445 Wasserkocher,"8,85","8,97",B008JBWR1W,"WMF BUENO Wasserkocher, 1,7 l, 2400 W,  Anti-Kalk, cromargan matt/silber","6,38","5,45"
Amazon.de,werkzeugkoffer,"99,96",B0051E16LW,"Mannesmann 89-teiliger Premium Universal- und Haushalts-Werkzeugkoffer, M29085","13,98","9,31",B002OL2LKU,"Mannesmann Bestückte Werkzeugbox 155-tlg., M29066","7,7","7,74",B00678Z5WM,Makita P-90093 Werkzeug-Set 83-teilig,"6,81","3,47"
Amazon.de,wäscheständer,"99,96",B0031S9AC2,Leifheit 81570 Standtrockner Pegasus 150 Solid Slim,"22,2","6,49",B0007VJMLA,Leifheit 81510 Standtrockner Pegasus 180 Solid Plus,"8,72","3,85",B008OW48BI,Gimi 10510290 Turm-Wäscheständer 30 m,"6,31","4,64"
Amazon.de,bügeleisen,"99,95",B004GUQ10I,"Tefal FV4680 Dampfbügeleisen Ultragliss, 2.400 W, 120 g Dampfstoß, Durilium Bügelsohle, türkisblau","26,52","6,15",B00M89TPZC,"Philips GC3811/70 Azur Performer Dampfbügeleisen, 2,400 W, 160 g Dampfstoß, SteamGlide Plus, weiß / türkis","10,21","3,13",B00F9SUKE4,"Russell Hobbs 20562-56 Steamglide Pro Dampfbügeleisen, Keramiksohle, 2600 W, weiß/blau","6,65","6,99"
