Abteilung,Suchbegriff,Suchhäufigkeit,ASIN,Nr. 1 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil,ASIN,Nr. 2 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil,ASIN,Nr. 3 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil
Amazon.de,samsung galaxy j5 hülle,"99,95",B00ZRJAH6Q,mumbi Schutzhülle Samsung Galaxy J5 Hülle,"32,38","9,94",B00ZRJ9YRY,mumbi Schutzhülle Samsung Galaxy J5 Hülle transparent weiss,"31,84","3,46",B00ZRJA67G,mumbi Schutzhülle Samsung Galaxy J5 Hülle transparent schwarz,"31,77","3,87"
Amazon.de,akku batterie,"99,94",B00KNVNHVU,"Kraftmax 8er-Pack Panasonic Eneloop AA / Mignon Akkus - Neueste Generation - Hochleistungs Akku Batterien in Kraftmax Akkuboxen V5, 8er Pack","88,07","4,67",B00KNVNLU2,"Kraftmax 16er-Kombipack Panasonic Eneloop Akkus 8 AA / Mignon , 8 AAA / Micro Hochleistungs Akku Batterien in Kraftmax Akkuboxen V5, 16er Pack","10,13","31,31",B003YLDMLQ,8er Pack Eneloop Akkus Mignon AA Akku Batterien in Kraftmax Akkuboxen - Neueste Version,"1,49",0
Amazon.de,fitbit,"99,94",B00SV21RVU,Fitbit Aktivitätstracker Charge HR,"28,87",0,B01DK5DA8K,Fitbit Fitness Armband Alta,"15,44",0,B00X71TBG8,Fitbit Fitness Super Watch Fitbit Surge,"12,14",0
Amazon.de,pool,"99,94",B001IWNDDA,Intex Frame Pool Family 300 x 200 x 75 cm (L x B x H),"14,73","4,36",B014FHBGHY,"Bestway Frame Pool Steel Pro Set, blau, 366 x 122 cm","8,59","3,28",B0009W7EBC,"Intex Aufstellpool Easy Set Pools®, Blau, Ø 366 x 91 cm","8,23","2,98"
Amazon.de,gtx 1080,"99,93",B01FTZEES4,"Asus Nvidia GeForce GTX1080-8G Gaming Grafikkarte (PCIe 3.0, 8GB GDDR5X Speicher, HDMI, DVI, Displayport)","31,61","8,94",B01FRDNW04,,"17,84",0,B00ZCZA3C8,GIGABYTE GeForce GTX 980TI GAMING 6GB DDR5 DVI-I /,"14,86","3,09"
Amazon.de,lightning kabel,"99,93",B010NV8EIU,"mumbi Lightning zu USB Kabel [Apple MFi zertifiziert] 1m für iPhone 6 Plus 6s Plus 5S 5C 5, iPad Air 2, Mini 3, iPod touch (ab 5.Gen), iPod Nano (ab 7.Gen) in weiss","88,34","29,32",B010S9M3L6,"AmazonBasics Verbindungskabel Lightning auf USB, 0,9 m, zertifiziert von Apple, Weiß","7,25","9,86",B010S9N6OO,"AmazonBasics Verbindungskabel Lightning auf USB, 1,8 m, zertifiziert von Apple, Weiß","1,72","5,02"
Amazon.de,tablet,"99,93",B00ZDWLEEG,"Fire, 17,7 cm (7 Zoll) Display, WLAN, 8 GB (Schwarz) - mit Spezialangeboten","23,01","3,61",B00VFIWKIQ,"Samsung Galaxy Tab A T550N 24,6 cm (9,7 Zoll) WiFi Tablet-PC (Quad-Core, 1,2 GHz, 16 GB, Android 5.0) schwarz","11,59","3,72",B00TFECJ42,"Lenovo Tab 2 A7-10 17,8 cm (7 Zoll IPS) Tablet (ARM MTK 8121 Quad-Core Prozessor, 1,3GHz, 1GB RAM, 8GB eMMC, GPS, Touchscreen, Dolby Sound, Android 4.4) schwarz","11,44","6,23"
Amazon.de,xperia z5 hülle,"99,93",B016QC8APM,mumbi Schutzhülle Sony Xperia Z5 Hülle transparent weiss (Ultra Slim - 0.55 mm),"99,59","17,69",B014UVDH2M,mumbi Schutzhülle Sony Xperia Z5 Hülle,"0,19","26,54",B014UVDNGM,mumbi Tasche im Bookstyle für Sony Xperia Z5 Tasche,"0,07","24,5"
Amazon.de,handschuhe,"99,92",B004D3L87O,mumbi Touchscreen Handschuhe für kapazitive Displays Grösse L,"55,16","35,51",B00GGGD5RW,mumbi Touchscreen Handschuhe für kapazitive Displays Grösse S in rosa,"21,72",0,B00GGGD74I,mumbi Touchscreen Handschuhe für kapazitive Displays Grösse M in rosa,"21,46",0
Amazon.de,lumia 950 hülle,"99,92",B00PQVKIDW,mumbi Schutzhülle Microsoft Lumia 950 Hülle,"29,07","13,41",B00PQVJJT6,mumbi Schutzhülle Microsoft Lumia 950 Hülle transparent weiss,"28,48","25,41",B00PQXHBZS,mumbi Ledertasche im Bookstyle für Mircosoft Lumia 950 Tasche,"14,16","25,81"
Amazon.de,microsoft lumia 950 hülle,"99,92",B00PQWYOE0,mumbi Flip Case Microsoft Lumia 950 Tasche,"30,5","2,95",B00PQVRV5K,mumbi Microsoft Lumia 950 Tasche Etui schwarz (Lasche mit Rückzugfunktion Ausziehhilfe),"30,17","24,62",B00PQVKIDW,mumbi Schutzhülle Microsoft Lumia 950 Hülle,"14,68","7,39"
Amazon.de,luftmatratze,"99,91",B01CZNNJ7A,,"18,51",0,B000QEDIL8,Intex 68950 - Luftbett 191 x 76 x 22 cm,"10,52","5,54",B000HBGSP8,"Luftbett Downy Blue ""Full"" 137 x 191 x 22 cm","6,15","4,49"
Amazon.de,deadpool,"99,9",B01BKISLYC,Deadpool [Blu-ray],"63,96","13,93",B01CZ9WL5U,Deadpool Steelbook [Blu-ray] [Limited Edition],"12,87","7,47",B01BKISJ12,Deadpool,"5,07","9,9"
Amazon.de,fire tv stick,"99,9",B00KAKPZYG,Fire TV Stick,"77,02","26,31",B010EGFSSS,Fire TV Stick mit Sprachfernbedienung,"10,6","21,57",B00UH2K93O,Amazon Fire TV mit 4K Ultra HD,"7,79","1,11"
Amazon.de,kühlschrank,"99,9",B002V937D0,Bomann KS 163.1 Kühlschrank / A+ / Kühlen: 86 L / Gefrieren: 10 L / weiß,"11,5","5,56",B00BIUOAZW,Bomann VS 264 Kühlschrank / A+ / 84 cm Höhe / 117 kWh/Jahr / 82 L Kühlteil / weiß,"9,28","6,33",B008KFXIG0,Bomann KG 320 Kühl-Gefrier-Kombination / A++ / 163 kWh/Jahr / 112 L Kühlteil / 48 L Gefrierteil / silber,"9,17","4,62"
Amazon.de,tastatur,"99,9",B00F35N0VI,CHERRY KC1000 corded Keyboard USB ultraflat black,"20,3","14,05",B00E6KGKXG,"LOGITECH K280e corded Keyboard USB black for Business, QWERTZ,  deutsches Layout","13,56","7,32",B00N3OCV7U,"Sharkoon Skiller Pro beleuchtete Gaming Tastatur (9 Multimedia-, 6 Makro- und 3 Profil-Tasten, Software, USB) schwarz","12,5","3,97"
Amazon.de,udo lindenberg,"99,9",B01C4HHN6K,Stärker als die Zeit,"67,55","8,21",B00BMGKIJE,Ich Mach Mein Ding - Die Show,"5,07","5,95",B00003W81C,30 Jahre Lindenberg,"4,06","3,56"
Amazon.de,huawei g8 hülle,"99,89",B014W37P80,mumbi Schutzhülle Huawei G8 / GX8 Hülle,"37,52","58,98",B014W37MHY,mumbi Schutzhülle Huawei G8 / GX8 Hülle transparent schwarz,"36,04","13,61",B014W37JVS,mumbi Schutzhülle Huawei G8 / GX8 Hülle transparent weiss,"26,37","23,33"
Amazon.de,kühlbox,"99,89",B00BJF9JPC,EZetil Mirabelle E24 Thermoelektrische Kühlbox 12V,"18,58","5,74",B01AT2FMJC,"MOBICOOL Elektrische Kühlbox für Auto und Steckdose V26 AC/DC, 12/230 Volt-Anschluss, 25 Liter, Grau","12,11","4,01",B00TZXVBPG,Severin KB 2922 Mini-Kühlschrank / A++ / 41.6 cm Höhe / 70 kWh/Jahr / zum Kühlen und Warmhalten geeignet,"8,76","1,9"
Amazon.de,playmobil,"99,89",B00IF1VVFO,PLAYMOBIL 5568 - Kinderspielplatz,"4,84","3,86",B00O4E4040,PLAYMOBIL 6671 - Familien-Wohnmobil,"3,04","1,69",B00O4E43VK,PLAYMOBIL 5557 - Abenteuer-Baumhaus,3,"1,31"
Amazon.de,samsung galaxy s7,"99,89",B01BTZFM0W,"Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm) Touch-Display, 32GB interner Speicher, Android OS) schwarz","46,62","15,2",B01BTZFQX0,"Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm) Touch-Display, 32GB interner Speicher, Android OS) gold","16,99","28,98",B01BTZFPKO,"Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm) Touch-Display, 32GB interner Speicher, Android OS) weiß","11,24","17,73"
Amazon.de,sonnensegel,"99,89",B01BLNMWL4,,"13,39",0,B0018SJ176,"Explorer Sonnensegel, Sand, 3 x 4 m, 42231","12,48","6,73",B00KDFJT8Q,"Tuindeco Sonnensegel Seilspann, Beige","9,03",0
Amazon.de,blackroll,"99,88",B004E2TDHQ,"Blackroll Orange (Das Original) - DIE Selbstmassagerolle inkl. Übungs-DVD, Übungsposter & Booklet","30,53","8,59",B003BP5AGA,"Blackroll Faszientraining Ball Selbstmassagerolle Standard, Schwarz, 15 x 30 cm, BRSTABKBOXC","16,64","9,32",B0188UWKG0,,"8,88",0
Amazon.de,bravo hits 93,"99,88",B01CRT71EE,Bravo Hits Vol. 93,"86,59","56,72",B018N37Y18,"Bravo Hits,Vol.92","5,76","6,96",B01BLXNGRI,Megahits 2016 - Die Zweite,"3,28","5,52"
Amazon.de,gopro,"99,88",B00O32GPKK,"GoPro HERO4 Silver Adventure Actionkamera (12 Megapixel, 41,0 mm x 59,0 mm x 29,6 mm)","34,06","12,69",B00O32GU6O,"GoPro HERO Actionkamera (5 Megapixel, 71,3 mm x 67,1 mm x 39,0 mm)","20,55","17,13",B01BSPLMPW,"GoPro HERO Session Actionkamera (8 Megapixel, 38 mm, 38 mm, 36,4 mm)","20,16","13,2"
Amazon.de,kondome,"99,88",B001GM3VKC,Billy Boy Kondome 100er Beutel Mix-Sortiment aus farbigen. perlgenoppten. farbig-aromatisierten und extra feuchten Kondomen,"24,65","8,51",B00N9W34X6,"Durex Gefühlsecht Kondome, 1er Pack (1 x 16 Stück)","20,84","5,47",B00KIQI5A8,"Durex Fun Explosion Kondome Megapack 40er Großpackung, 1er Pack (1 x 40 Stück)","8,1","5,23"
Amazon.de,star wars,"99,88",B019FA3JVW,Star Wars - Das Erwachen der Macht  (+ Bonus-Blu-ray),"56,06","3,98",B011T11T8A,Star Wars: The Complete Saga [9 Blu-rays],"9,62","2,61",B019FA3CXW,Star Wars: Das Erwachen der Macht,"7,49","2,14"
Amazon.de,headset,"99,87",B00OTOJEDM,Sharkoon Rush ER1 Gaming Headset weiß,"13,36","10,04",B00CJ5FPUE,Logitech G430 Gaming Kopfhörer (geeignet für PC und PS4) blau,"11,68","3,13",B005HWEYN0,Sennheiser PC 3 Chat Headset,"9,39","10,86"
Amazon.de,huawei p9,"99,87",B01DO2VU8Q,"Huawei P9 Smartphone (13,2 cm (5,2 Zoll) Touch Display, 32GB interner Speicher, Android 6.0) grau","54,91","31,71",B01DYN5N06,"Huawei P9 lite Smartphone (13,2 cm (5,2 Zoll) Touch-Display, 16GB interner Speicher, Dual-SIM, Android 6) schwarz","13,53","2,32",B01DO2W080,"Huawei P9 Smartphone (13,2 cm (5,2 Zoll) Touch Display, 32GB interner Speicher, Android 6.0) silber","13,28","31,48"
Amazon.de,nerf,"99,87",B00VEMM3RG,"Hasbro Nerf B1538EU4 - N-Strike Elite Modulus Blaster, Spielzeugblaster","9,56","4,81",B00JRBL0JI,"Hasbro Nerf 36033E35 - N-Strike Elite  Strongarm, Spielzeugblaster","6,93","7,28",B00TDP7R2W,"Hasbro B1532EU4 Nerf Zombie Strike Doominator, Spielzeugblaster","6,5","4,5"
Amazon.de,planschbecken,"99,87",B001O9C41O,"Bestway Family Pool, Rectangular, blau, 262 x 175 x 51 cm","15,62","4,42",B0006J2Q02,"Intex Kinderpool 3-Ring-Pool Crystal Blue, Blau, Ø 147 cm","5,44","8,11",B005K3IQQW,"Intex 57470NP - Deluxe Pool ""Sun Shade"" circa 157 x 157 x 122 cm","5,27","2,7"
Amazon.de,elektrische zahnbürste,"99,86",B00KBWBPRY,"Oral-B PRO 600 Cross Action elektrische Zahnbürste, Modell 2014","12,21","5,66",B00J59G236,"Philips Sonicare HX6510/22 EasyClean Schallzahnbürste, weiß","10,41","1,97",B010LB4G3O,Oral-B Vitality CrossAction wiederaufladbare Elektrische Zahnbürste mit Timer,"10,38","6,45"
Amazon.de,gardena,"99,86",B001J221JQ,Gardena 08193-20 2-Wege-Verteiler,"6,17","2,49",B000OY6ZWY,"Gardena 8166-20 Premium Schlauchstück, 13 mm (1/2"")","4,78","1,63",B00CC6LTNM,Gardena 8127-20 Viereckregner ZoomMaxx,"4,52","0,94"
Amazon.de,bügeleisen,"99,85",B004GUQ10I,Tefal FV4680 Dampfbügeleisen Ultragliss türkisblau,"32,15","5,34",B000HDV086,"Philips GC4410/02 Dampfbügeleisen (2400 W, SteamGlide-Bügelsohle) weiß/blau","9,84","1,97",B00DNXJ5AW,"Philips GC2040/70 EasySpeed Plus Dampfbügeleisen (2100 W, Anti-Kalk) weiß","9,01","7,45"
Amazon.de,campingstuhl,"99,85",B001UNSGA2,Nexos Angelstuhl Anglerstuhl Faltstuhl Campingstuhl Klappstuhl mit Armlehne und Getränkehalter praktisch robust leicht hellgrün,"25,69","8,69",B00MVX7X5O,Nexos 2-er Set Angelstuhl Anglerstuhl Faltstuhl Campingstuhl Klappstuhl mit Armlehne und Getränkehalter praktisch robust leicht dunkelgrün,"12,29","6,27",B008380K7O,10T Quickfold Plus - Mobiler Camping-Stuhl mit Fußablage sehr handlich faltbar inkl. Tasche,"6,63","7,75"
Amazon.de,game of thrones,"99,85",B00BPU7FFW,Game of Thrones - Die komplette erste Staffel [5 DVDs],"19,04","7,15",B00X9QUZHK,Game of Thrones - Die komplette 5. Staffel [Blu-ray],"17,63","4,33",B01AJVJSIY,Game of Thrones Staffel 1-5 (Digipack + Fotobuch + Bonusdisc) (exklusiv bei Amazon.de) [Limited Edition] [26 DVDs],"7,88","4,34"
Amazon.de,kopfhörer,"99,85",B0007XJSQC,Sennheiser HD 201 Kopfhörer (Kraftvoller Stereosound) schwarz,"21,51","7,99",B00NBR70DO,"Sony MDR-ZX110 faltbarer Bügelkopfhörer, schwarz","11,97","4,71",B00I3LUWQA,Sony MDRZX310 Lifestyle Kopfhörer schwarz,"5,34","2,4"
Amazon.de,lego,"99,85",B013GYB3O8,Lego 10702 - Classic Kreatives Bauset,"14,11","9,99",B016OQEENC,"Lego Minifiguren 71014, ""DFB - Die Mannschaft"", sortiert (Inhalt zufällig, ohne Vorauswahl)","4,61","0,44",B00SDTZ09G,Lego 60092 - City Tiefsee-U-Boot,"4,41","5,13"
Amazon.de,nike schuhe herren,"99,85",B015RCC2BA,Nike STEFAN JANOSKI MAX L Herren Sneakers,"5,71",0,B01DO70I4I,,"5,01",0,B012NK4JMY,"Nike Free 5.0, Herren Laufschuhe","4,42",0
Amazon.de,rasenmäher,"99,85",B0032TJFOS,"Bosch Home and Garden Rasenmäher Rotak 32, Grasfangbox 31 Liter (1.200 W, 32 cm Schnittbreite, 20-60 mm Schnitthöhe, 6,8 kg)","22,62","12,71",B0012MGYXW,"Einhell Elektro Rasenmäher BG-EM 1030 (1000 W, 30 cm Schnittbreite, 3-fache Schnitthöhenverstellung 25-60 mm, 28 l Fangbox)","6,78","13,25",B00HVFQ5NS,"Bosch Home and Garden Rasenmäher Rotak 40, Grasfangbox 50 Liter (1.700 W, 40 cm Schnittbreite, 20-70 mmSchnitthöhe, 12,6 kg)","6,69","3,2"
Amazon.de,zelt,"99,85",B0016KW97U,"High Peak Zelt Nevada 3, dunkeloliv/helloliv",19,"10,87",B00FWK4LGC,"Grand Canyon Cardova 1 - Trekkingzelt (1-2-Personen-Zelt), diverse Farben","9,62","11,18",B0012PUS8G,"High Peak Zelt Minipack, grau/rot, 10053, 2 Personen","8,97","10,21"
Amazon.de,fitness armband,"99,84",B00FEQ6TVO,"POLAR Activity Tracker Loop, Black, 90054599","17,78","12,8",B00MOIUV28,"Runtastic ORBIT Ersatzarmbänder Color Set 3  (Grün, Grau, Weiß)","10,45","6,21",B00NIUBFXU,"Garmin vívosmart Fitness-Tracker (Smart Notifications, Touchsreendisplay)","8,59",0
Amazon.de,kindle paperwhite,"99,84",B00QJDO0QC,"Kindle Paperwhite, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN - mit Spezialangeboten","51,66","28,52",B00QJEL42Y,"Kindle Paperwhite, Zertifiziert und generalüberholt, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN - mit Spezialangeboten","15,78","25,91",B00QJDU3KY,"Kindle Paperwhite, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN","9,2","18,98"
Amazon.de,luftbett,"99,84",B01CZNNJ7A,,"12,75",0,B000COQ5GM,"Intex Luftbett Pillow Rest Blue Queen (230 V), Blau, 152 x 203 x 42 cm","9,26","4,17",B000QEDIL8,Intex 68950 - Luftbett 191 x 76 x 22 cm,"6,48","2,85"
Amazon.de,mignon,"99,84",B00KNVNMM4,"Kraftmax Panasonic Eneloop PRO XX AA / Mignon Akkus  (3. Generation, 2550 mAh Hochleistungs) (4er Pack)","28,18","6,19",B00KNVNHVU,"Kraftmax 8er-Pack Panasonic Eneloop AA / Mignon Akkus - Neueste Generation - Hochleistungs Akku Batterien in Kraftmax Akkuboxen V5, 8er Pack","25,88","1,29",B00KNVNG2U,"Kraftmax 4er Pack Panasonic Eneloop AA / Mignon Akkus - Neueste Generation - Hochleistungs Akku Batterien in Kraftmax Akkubox V5, 4er Pack","24,42","7,14"
Amazon.de,sonnenbrille herren,"99,84",B00KM3TX58,"Dice Unisex Sonnenbrille, shiny black/transparent red, One size, D06210-1","12,96","3,2",B005EG3NMC,"Uvex Unisex - Erwachsene Sportsonnenbrille Sportstyle 204, smoke/lens smoke, One Size, 5305252110","7,96","1,71",B010FEJRCC,,"7,3","1,36"
Amazon.de,sony xperia z5 schutzhülle,"99,84",B016QC8APM,mumbi Schutzhülle Sony Xperia Z5 Hülle transparent weiss (Ultra Slim - 0.55 mm),"99,76","7,27",B014UVDH2M,mumbi Schutzhülle Sony Xperia Z5 Hülle,"0,1","8,18",B014UVDFNI,mumbi Schutzhülle Sony Xperia Z5 Hülle transparent schwarz,"0,04","21,82"
Amazon.de,ventilator,"99,84",B003KHJO6G,"Honeywell HT-900E Kraftvoller und geräuscharmer Turbo-Ventilator, schwarz","21,74","6,98",B001AO0OXI,Honeywell HO-5500RE Turmventilator oszillierend silber/schwarz,"12,75","4,2",B00HFS3GRO,Clatronic Tower-Ventilator T-VL 3546,"10,93","5,5"
Amazon.de,wetterstation,"99,84",B001HJ5DLE,"TFA Dostmann Funkwetterstation Spectro 35.1089, silber, 4.5 x 11.9 x 13.6cm","16,01","6,77",B00LGIFEE2,"Bresser Funkwetterstation Temeo Trend LG, schwarz (neue Version)","5,97","4,28",B00BN5I8XM,"Technoline Premium WetterDirektStation WD 4026, schwarz-silber, 2-teilig bestehend aus Station und Sensor","5,34","0,87"
Amazon.de,xperia z5 schutzhülle,"99,84",B016QC8APM,mumbi Schutzhülle Sony Xperia Z5 Hülle transparent weiss (Ultra Slim - 0.55 mm),"99,9",0,B014UVDH2M,mumbi Schutzhülle Sony Xperia Z5 Hülle,"0,04",100,B015JWFNX2,Spigen SGP11778 Sony Xperia Z5 Schutzhülle [ULTRA HYBRID] Hülle Crystal Clear [Crystal Clear - SGP11778],"0,02",0
Amazon.de,z5 hülle,"99,84",B016QC8APM,mumbi Schutzhülle Sony Xperia Z5 Hülle transparent weiss (Ultra Slim - 0.55 mm),99,"10,89",B014UVDH2M,mumbi Schutzhülle Sony Xperia Z5 Hülle,"0,33","18,38",B014UVDKDI,mumbi Flip Case Sony Xperia Z5 Tasche,"0,16","24,51"
Amazon.de,fire tv,"99,83",B00UH2K93O,Amazon Fire TV mit 4K Ultra HD,"49,5","14,76",B00KAKPZYG,Fire TV Stick,"31,04","9,43",B00KQEG1GC,"Amazon Fire TV, Zertifiziert und generalüberholt","7,02","35,02"
Amazon.de,navigationsgeräte,"99,83",B00LHVQTBK,"TomTom Start 50 Europe Navigationsgerät (5 Zoll, Lifetime Maps, Fahrspurassistent,  Tap & Go, Schnellsuche, Karten von 45 Ländern Europas)","23,88","6,25",B00VVQ5L5G,"Garmin nüvi 57LMT Navigationsgerät (lebenslange Kartenupdates, Premium Verkehrsfunklizenz, 12,7cm (5 Zoll) Touchscreen)","16,33","13,72",B00BEBPV30,"TomTom Start 25 M Europe Traffic, Navigationsgerät (Free Lifetime Maps, 13cm (5 Zoll) Display, TMC, Fahrspurassistent, Parkassistent, IQ Routes, Europa 45","5,64","4,19"
Amazon.de,wäscheständer,"99,83",B0031S9AC2,"Leifheit 81570 Standtrockner Pegasus 150 Slim, 55 cm, Classic Blue","17,76","9,57",B005AHCDIA,Axentia 251555 Flügelwäschetrockner 18 m Trockenlänge.,"16,04","6,76",B0007VJMLA,"Leifheit 81510 Standtrockner Pegasus 180 Plus, 18 m, mehrfarbig","9,19","4,22"
Amazon.de,crocs damen,"99,82",B00LA1SKLE,Crocs Crocband Unisex - Erwachsene Clogs,"9,45",0,B00B4ETBPG,Crocs Classic 10001 Unisex - Erwachsene Clogs,"7,61",0,B001TOD3PA,crocs Baya 10126 Unisex - Erwachsene Clogs & Pantoletten,"4,77",0
Amazon.de,gardena bewässerungssystem,"99,82",B00GHEH8OE,"Gardena Bewässerungsuhr EasyControl, 01881-20","9,91",3,B0035X1RW4,Gardena 8255-20 Sprinklersystem Start-Set für Garten-Pipeline,"7,78","3,39",B00CC6LWAW,Gardena 8220-29 Sprinklersystem Versenk-Viereckregner OS 140,"5,01","2,71"
Amazon.de,huawei y625 hülle,"99,82",B00UBRE8DM,mumbi Schutzhülle Huawei Y625 Hülle,"33,37","28,69",B00UBRE576,mumbi Schutzhülle Huawei Y625 Hülle transparent schwarz,"33,04","27,73",B00UBRE1FW,mumbi Schutzhülle Huawei Y625 Hülle transparent weiss,"33,02","31,69"
Amazon.de,rollschuhe,"99,82",B00TYOERFW,,"12,05",0,B00FFWBAKM,,"10,28",0,B00ZY1NSUO,HUDORA Rollschuh Roller Disco (Damen/Herren),"8,07",0
Amazon.de,drehmomentschlüssel,"99,81",B003A7IZV6,Unitec Drehmomentschlüssel mit Nüssen 20809,"25,74","11,5",B000S7ZRYY,"PROXXON 23349 Drehmomentschlüssel MicroClick MC30 Antrieb 6,3 mm (1/4 Zoll)","16,39","6,08",B00BGT6ZL2,Goodyear Drehmomentschlüssel 75522 Inkl. Verlängerung und Stecknüsse 17 mm und 19 mm,"11,22","7,78"
Amazon.de,fliegengitter,"99,81",B00569J8CQ,"tesa Fliegengitter für Fenster, Standard Qualität, anthrazit, durchsichtig, 1,3m x 1,5m","37,88","14,36",B001ULCOFM,"tesa Fliegengitter für Fenster, beste tesa Qualität, anthrazit, durchsichtig, 1,3m x 1,5m","15,65","9,35",B00V3DKPH6,"TV Unser Original Magic Klick Fenster-Moskitonetz - Universell zuschneidbar, 03029","6,4","2,18"
Amazon.de,kärcher fenstersauger,"99,81",B00HUORV7Y,"Kärcher Fensterreiniger WV 2 Plus ,1.633-301.0","39,5","13,2",B00QM9NHW6,"Kärcher Fensterreiniger WV 5 Plus ,1.633-440.0","31,8","15,38",B00J01I6CE,Kärcher Fensterreiniger WV2 Premium,"7,68","9,45"
