Abteilung,Suchbegriff,Suchhäufigkeit,ASIN,Nr. 1 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil,ASIN,Nr. 2 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil,ASIN,Nr. 3 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil
Amazon.de,deadpool,"99,95",B01BKISLYC,Deadpool [Blu-ray],"70,45","8,46",B01CZ9WL5U,Deadpool Steelbook [Blu-ray] [Limited Edition],"9,53","1,97",B01BKISJ12,Deadpool,"8,18","6,27"
Amazon.de,deutschland trikot,"99,94",B0185K7Z5O,adidas Herren Heimtrikot UEFA Euro 2016 DFB Replica,"35,89",0,B0185K7Z7M,adidas Herren UEFA EURO 2016 DFB Auswärtstrikot Replica,"16,06",0,B00H0CJQTW,adidas Herren Trainingsshirt DFB Trikot Home WM,"8,49",0
Amazon.de,iphone se hülle,"99,94",B00PHV9TOK,mumbi TPU Silikon Schutzhülle iPhone SE 5S 5 Hülle in schwarz,"45,85","11,56",B01D90RB1S,mumbi UltraSlim Hülle für iPhone SE 5 5S  Schutzhülle transparent (Ultra Slim - 0.55 mm),"45,24","26,86",B00PHV6C40,mumbi DUAL TPU Hardcase Hülle iPhone SE 5 5S Schutzhülle (harte Rückseite) schwarz,"1,78","13,18"
Amazon.de,preacher,"99,94",B01FIVYOVQ,,"90,92",0,1401240453,Preacher Book One,"2,57","33,76",B01FRFW79O,,"2,11",0
Amazon.de,fitbit,"99,93",B00SV21RVU,Fitbit Aktivitätstracker Charge HR,"31,44",0,B01DK5DA8K,Fitbit Fitness Armband Alta,"17,61",0,B00X71TBG8,Fitbit Fitness Super Watch Fitbit Surge,"12,89",0
Amazon.de,lightning kabel,"99,93",B010NV8EIU,"mumbi Lightning zu USB Kabel [Apple MFi zertifiziert] 1m für iPhone 6 Plus 6s Plus 5S 5C 5, iPad Air 2, Mini 3, iPod touch (ab 5.Gen), iPod Nano (ab 7.Gen) in weiss","86,4","31,24",B010S9M3L6,"AmazonBasics Ladekabel Lightning auf USB, 0,9m, zertifiziert von Apple, Weiß","8,3","8,76",B010S9N6OO,"AmazonBasics Ladekabel Lightning auf USB, 1,8m, zertifiziert von Apple, Weiß","1,96","4,32"
Amazon.de,elektrogrill,"99,92",B000P6B8MI,Severin PG 1511 Barbecue-Elektrogrill schwarz,"13,82","6,49",B000FMM7JU,Severin PG 2792 Barbecue-Elektrogrill schwarz,"6,68","5,45",B0015Q46VC,Steba VG200 BBQ Tischgrill mit Glasdeckel,"5,91","3,46"
Amazon.de,luftmatratze,"99,92",B01CZNNJ7A,,"15,65",0,B000QEDIL8,Intex 68950 - Luftbett 191 x 76 x 22 cm,"13,39","3,69",B000HBGSP8,"Luftbett Downy Blue ""Full"" 137 x 191 x 22 cm","10,14","4,54"
Amazon.de,lumia 950 hülle,"99,92",B00PQVKIDW,mumbi Schutzhülle Microsoft Lumia 950 Hülle,"29,13","16,22",B00PQVJJT6,mumbi Schutzhülle Microsoft Lumia 950 Hülle transparent weiss,"28,25","20,83",B00PQXHBZS,mumbi Ledertasche im Bookstyle für Mircosoft Lumia 950 Tasche,"14,12","27,23"
Amazon.de,microsoft lumia 950 hülle,"99,92",B00PQWYOE0,mumbi Flip Case Microsoft Lumia 950 Tasche,"30,65","10,05",B00PQVRV5K,mumbi Microsoft Lumia 950 Tasche Etui schwarz (Lasche mit Rückzugfunktion Ausziehhilfe),"30,26","14,07",B00PQVKIDW,mumbi Schutzhülle Microsoft Lumia 950 Hülle,"14,6","9,67"
Amazon.de,tablet,"99,92",B00ZDWLEEG,"Fire-Tablet, 17,7 cm (7 Zoll) Display, WLAN, 8 GB (Schwarz) - mit Spezialangeboten","25,98","3,17",B00TFECJ42,"Lenovo Tab 2 A7-10 17,8 cm (7 Zoll IPS) Tablet (ARM MTK 8121 Quad-Core Prozessor, 1,3GHz, 1GB RAM, 8GB eMMC, GPS, Touchscreen, Dolby Sound, Android 4.4) schwarz","12,21",9,B011EBP8FA,"Samsung Galaxy Tab E T560N 24,3 cm (9,6 Zoll) Einsteiger Tablet-PC (Quad-Core, 1,3GHz, 1,5GB RAM, WiFi, Android 4.4) weiß","7,52","4,91"
Amazon.de,huawei g8 hülle,"99,91",B014W37P80,mumbi Schutzhülle Huawei G8 / GX8 Hülle,"33,39","58,2",B014W37JVS,mumbi Schutzhülle Huawei G8 / GX8 Hülle transparent weiss,"33,25","16,17",B014W37MHY,mumbi Schutzhülle Huawei G8 / GX8 Hülle transparent schwarz,"33,23","20,79"
Amazon.de,planschbecken,"99,91",B001O9C41O,"Bestway Family Pool, Rectangular, blau, 262 x 175 x 51 cm","19,13","0,88",B00JGTF2ZY,"Bestway 12819 - Familien Pool, 211 x 132 x 46 cm","4,41","2,69",B0006J2Q02,"Intex Kinderpool 3-Ring-Pool Crystal Blue, Blau, Ø 147 cm","4,41","4,6"
Amazon.de,playmobil,"99,91",B00IF1VVFO,PLAYMOBIL 5568 - Kinderspielplatz,"4,41","2,91",B01608M48G,PLAYMOBIL 6865 - Schulhaus,"4,34","2,65",B00O4E43VK,PLAYMOBIL 5557 - Abenteuer-Baumhaus,"2,99","2,33"
Amazon.de,volbeat,"99,91",B01DTM2USA,Seal The Deal & Let’s Boogie (Limited Deluxe Edition),"81,62","13,91",B00BHRCDOG,Outlaw Gentlemen & Shady Ladies,"5,76","15,31",B001CEC1E6,Guitar Gangsters & Cadillac...,"3,86","14,06"
Amazon.de,kühlbox,"99,9",B00BJF9JPC,EZetil Mirabelle E24 Thermoelektrische Kühlbox 12V,"14,71","2,73",B00TZXVBPG,Severin KB 2922 Mini-Kühlschrank / A++ / 41.6 cm Höhe / 70 kWh/Jahr / zum Kühlen und Warmhalten geeignet,"11,88","4,02",B01AT2FMJC,"MOBICOOL Elektrische Kühlbox für Auto und Steckdose V26 AC/DC, 12/230 Volt-Anschluss, 25 Liter, Grau","7,73","2,5"
Amazon.de,tastatur,"99,9",B00E6KGKXG,"LOGITECH K280e corded Keyboard USB black for Business, QWERTZ,  deutsches Layout","21,43","12,27",B00F35N0VI,CHERRY KC1000 corded Keyboard USB ultraflat black,"14,39","11,65",B00N3OCV7U,"Sharkoon Skiller Pro beleuchtete Gaming Tastatur (9 Multimedia-, 6 Makro- und 3 Profil-Tasten, Software, USB) schwarz","10,16","3,63"
Amazon.de,blackroll,"99,89",B004E2TDHQ,"Blackroll Orange (Das Original) - DIE Selbstmassagerolle inkl. Übungs-DVD, Übungsposter & Booklet","31,06","7,16",B003BP5AGA,Blackroll Standard Selbstmassagerolle - schwarz,"22,15","8,48",B007NLTXUC,"Blackroll Orange (Das Original) - Die Selbstmassagerolle - Starter-Set Standard inkl. Übungs-DVD, Übungsposter & Booklet","8,56","7,34"
Amazon.de,kopfhörer,"99,89",B0007XJSQC,Sennheiser HD 201 Kopfhörer (Kraftvoller Stereosound) schwarz,"19,77","9,76",B00CBU0IV8,Panasonic RP-HJE125E-K In-Ear-Kopfhörer schwarz,"9,25","3,53",B00NBR70DO,"Sony MDR-ZX110 faltbarer Bügelkopfhörer, schwarz","8,04","4,64"
Amazon.de,kühlschrank,"99,89",B002V937D0,Bomann KS 163.1 Kühlschrank / A+ / Kühlen: 86 L / Gefrieren: 10 L / weiß,"14,7","10,1",B002V937DA,Bomann VS 164.1 Kühlschrank / A+ / Kühlen: 102 L / weiß / Abtauautomatik,"9,79","5,05",B00K8O20N8,Bomann KB 389 Mini-Kühlschrank / A++ / 51 cm Höhe / 84 kWh/Jahr / regelbarer Thermostat / Kühlmittel R600a / weiß,"7,71","2,15"
Amazon.de,bud spencer,"99,88",B0036A98ZO,Bud Spencer & Terence Hill - Monster-Box Reloaded [20 DVDs],"27,75","6,93",B013SBJUK8,Bud Spencer & Terence Hill - 20er Mega Blu-ray Collection (20 Discs),"25,56","4,09",3862655296,Bud Spencer - Was ich euch noch sagen wollte ...,"14,57","6,11"
Amazon.de,gopro,"99,88",B00O32GPKK,"GoPro HERO4 Silver Adventure Actionkamera (12 Megapixel, 41,0 mm x 59,0 mm x 29,6 mm)","36,21","16,79",B01BSPLMPW,"GoPro HERO Session Actionkamera (8 Megapixel, 38 mm, 38 mm, 36,4 mm)","25,25","13,44",B00O32GGTK,"GoPro HERO4 Black Adventure Actionkamera (12 Megapixel, 41,0 mm x 59,0 mm x 29,6 mm)","12,02","10,02"
Amazon.de,wetterstation,"99,88",B001HJ5DLE,"TFA Dostmann Funkwetterstation Spectro 35.1089, silber, 4.5 x 11.9 x 13.6cm","12,84","7,07",B001GOPRC0,"Technoline Temperaturstation WS 9140-IT, Silber-grau, 2-teilig bestehend aus Station und Sensor","7,32","3,35",B000VWYJLI,TFA 35.5015.IT Funkwetterstation Eos Max silber,"6,18","2,71"
Amazon.de,bügeleisen,"99,87",B004GUQ10I,Tefal FV4680 Dampfbügeleisen Ultragliss türkisblau,"33,7","6,68",B000HDV086,"Philips GC4410/02 Dampfbügeleisen (2400 W, SteamGlide-Bügelsohle) weiß/blau","8,98","1,57",B00DNXJ5AW,"Philips GC2040/70 EasySpeed Plus Dampfbügeleisen (2100 W, Anti-Kalk) weiß","7,41","7,48"
Amazon.de,fire tv stick,"99,87",B00KAKPZYG,Fire TV Stick Streaming Media Player,"75,31","13,01",B010EGFSSS,Fire TV Stick Streaming Media Player mit Sprachfernbedienung,"10,97","17,87",B00UH2K93O,Amazon Fire TV Streaming Media Player mit 4K Ultra HD,"8,12","4,5"
Amazon.de,kondome,"99,87",B001GM3VKC,Billy Boy Kondome 100er Beutel Mix-Sortiment aus farbigen. perlgenoppten. farbig-aromatisierten und extra feuchten Kondomen,"26,15","9,27",B00N9W34X6,"Durex Gefühlsecht Kondome, 1er Pack (1 x 16 Stück)","21,18","3,69",B00KIQI5A8,"Durex Fun Explosion Kondome Megapack 40er Großpackung, 1er Pack (1 x 40 Stück)","7,77","4,42"
Amazon.de,samsung galaxy s7,"99,87",B01BTZFM0W,"Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm) Touch-Display, 32GB interner Speicher, Android OS) schwarz","48,19","11,35",B01BTZFQX0,"Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm) Touch-Display, 32GB interner Speicher, Android OS) gold","14,96","34,71",B01BTZFPKO,"Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm) Touch-Display, 32GB interner Speicher, Android OS) weiß","7,32","4,92"
Amazon.de,sonnensegel,"99,87",B01BLNMWL4,,"20,16",0,B01BLNMVO2,,"9,58",0,B0018SJ176,"Explorer Sonnensegel, Sand, 3 x 4 m, 42231","9,55","6,15"
Amazon.de,fliegengitter,"99,86",B00569J8CQ,"tesa Fliegengitter für Fenster, Standard Qualität, anthrazit, durchsichtig, 1,3m x 1,5m","40,9","14,03",B001ULCOFM,"tesa Fliegengitter für Fenster, beste tesa Qualität, anthrazit, durchsichtig, 1,3m x 1,5m","15,28","8,05",B00V3DKPH6,"TV Unser Original Magic Klick Fenster-Moskitonetz - Universell zuschneidbar, 03029","9,46","3,33"
Amazon.de,red hot chili peppers,"99,86",B01F3REDMU,The Getaway,"80,91","11,78",B0000C1733,Greatest Hits,"4,25","12,13",B0054N73EY,I'm With You,"2,98","6,8"
Amazon.de,( Leer ),"99,85",B0185K7Z5O,adidas Herren Heimtrikot UEFA Euro 2016 DFB Replica,"33,57",0,B0185K7Z7M,adidas Herren UEFA EURO 2016 DFB Auswärtstrikot Replica,"9,27",0,B017831SC0,adidas Kinder Trikot Set DFB Auswärts Mini,"3,85",0
Amazon.de,campingstuhl,"99,85",B00MVX7X5O,Nexos 2-er Set Angelstuhl Anglerstuhl Faltstuhl Campingstuhl Klappstuhl mit Armlehne und Getränkehalter praktisch robust leicht dunkelgrün,"37,71","8,48",B008380K7O,10T Quickfold Plus - Mobiler Camping-Stuhl mit Fußablage sehr handlich faltbar inkl. Tasche,"8,01","5,62",B004PYD4YG,"Grand Canyon Campingstuhl DIRECTOR, Grau, 54x54x84","4,16","4,3"
Amazon.de,crocs damen,"99,85",B00LA1SKLE,Crocs Crocband Unisex - Erwachsene Clogs,"9,87",0,B00B4ETBPG,Crocs Classic 10001 Unisex - Erwachsene Clogs,"8,05",0,B006VB4LRU,Crocs Crocband II.5 Unisex - Erwachsene Clogs,"4,22",0
Amazon.de,kindle paperwhite,"99,85",B00QJDO0QC,"Kindle Paperwhite eReader, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN (Schwarz) - mit Spezialangeboten","43,22","15,42",B017DOUW76,"Kindle Paperwhite eReader, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN (Weiß) - mit Spezialangeboten","12,47","9,91",B00QJEL42Y,"Kindle Paperwhite, Zertifiziert und generalüberholt, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN – mit Spezialangeboten","10,85","20,44"
Amazon.de,luftbett,"99,85",B01CZNNJ7A,,"9,76",0,B001RTLKI4,"Intex Luftbett Deluxe Pillow grey-blue Queen (230 V), Grau, 152 x 203 x 43 cm","9,32","6,64",B000QEDIL8,Intex 68950 - Luftbett 191 x 76 x 22 cm,"7,63","1,79"
Amazon.de,wäscheständer,"99,85",B0031S9AC2,"Leifheit 81570 Standtrockner Pegasus 150 Slim, 55 cm, Classic Blue","19,59","7,44",B0007VJMLA,"Leifheit 81510 Standtrockner Pegasus 180 Plus, 18 m, mehrfarbig","11,72","4,43",B005AHCDIA,"axentia 251555 Flügelwäschetrockner mit 18 m Trockenlänge, TÜV/GS geprüfter Wäscheständer","10,63","5,34"
Amazon.de,elektrische zahnbürste,"99,84",B00J59G236,"Philips Sonicare HX6510/22 EasyClean Elektrische Zahnbürste mit Schalltechnologie, weiß","16,55","4,93",B00VJL7XZY,Oral-B Pulsonic Slim elektrische Zahnbürste Duopack (2 Handstücke),"9,03","4,58",B00LVUY84W,Oral-B PRO 6500 elektrische Zahnbürste (mit Bluetooth & 2. Handstück),"8,17","1,55"
Amazon.de,game of thrones,"99,84",B00BPU7FFW,Game of Thrones - Die komplette erste Staffel [5 DVDs],"25,44","10,72",B00X9QUZHK,Game of Thrones - Die komplette 5. Staffel [Blu-ray],"13,59","7,04",B01AJVJSIY,Game of Thrones Staffel 1-5 (Digipack + Fotobuch + Bonusdisc) (exklusiv bei Amazon.de) [Limited Edition] [26 DVDs],"8,86","3,04"
Amazon.de,fitness armband,"99,83",B00FEQ6TVO,"POLAR Activity Tracker Loop, Black, 90054599","15,1","6,36",B00SV21RVU,Fitbit Aktivitätstracker Charge HR,"9,52",0,B00S876GKA,"Garmin vívofit 2 Fitness-Tracker (1 Jahr Batterielaufzeit, Tagesziele, Inaktivitätsbalken, Schlafanalyse)","9,49","4,46"
Amazon.de,headset,"99,83",B00CJ5FPUE,Logitech G430 Gaming Kopfhörer (geeignet für PC und PS4) blau,"15,76","0,94",B00OTOJEDM,Sharkoon Rush ER1 Gaming Headset weiß,"10,5","10,43",B005HWEYN0,Sennheiser PC 3 Chat Headset,"9,48","9,46"
Amazon.de,kühl gefrierkombination,"99,83",B004R9PS7U,Siemens iQ500 KG39EAI40 Kühl-Gefrierkombination / A+++ / Kühlteil: 249 L / Gefrierteil: 88 L / Edelstahl / FreshSense / Inox-AntiFingerprint / CoolBox,"9,38","2,22",B004ROI3RC,Bosch KGE39AI40 Serie 6 Kühl-Gefrier-Kombination SmartCool / A+++ / Kühlen: 247 L / Gefrieren: 89 L / Edelstahl / Anti-Fingerprint,"7,25","1,18",B008KFXHS4,Bomann KG 320 Kühl-Gefrier-Kombination / A++ / 163 kWh/Jahr / 112 L Kühlteil / 48 L Gefrierteil / weiß,"5,55","5,44"
Amazon.de,laybag,"99,83",B01F37C2PA,LayBag - DAS ORIGINAL. Mit Luft befüllbarer Lounge-Sessel | Ultraleicht. Einfach aufblasbar. Extrem gemütlich. | Ultrastrong Ripstop Nylon (BLAU),"60,03","66,91",B01F8W12QA,LayBag - DAS ORIGINAL. Mit Luft befüllbarer Lounge-Sessel | Ultraleicht. Einfach aufblasbar. Extrem gemütlich. | Ultrastrong Ripstop Nylon (GRÜN),"17,78","13,26",B01FKE0MEO,,"4,04",0
Amazon.de,rollschuhe,"99,83",B00TYOERFW,,"10,34",0,B00FFWBAKM,,"8,75",0,B00ZY1NSUO,HUDORA Rollschuh Roller Disco (Damen/Herren),"7,13",0
Amazon.de,schlauchboot,"99,83",B006IXB73C,"Intex Boot Seahawk 2 Set, Grün, 236 x 114 x 41 cm / 4-teilig","14,24","11,93",B000S6INF0,"Intex Boot Seahawk 3, Grün, 295 x 137 x 43 cm","12,73","8,39",B01A4FYZLA,,"8,5",0
Amazon.de,badeschuhe,"99,82",B013COPMJE,BECO Badeschuhe / Surfschuhe für Damen und Herren,"13,95",0,B00KPP25G2,Waimea Erwachsene Wassersportschuhe Aquaschuhe,"8,08",0,B004NNUMVC,Cressi Badeschuhe Unisex - Erwachsene,"7,25",0
Amazon.de,deckenventilator,"99,82",B002Y15CWO,Westinghouse 7255740 Deckenventilator Bendan,"19,5","3,9",B0016KUYAO,Westinghouse 7815840 Deckenventilator Turbo Swirl,"13,13","3,89",B0016M4NRC,Westinghouse 7826340 Deckenventilator Industrial,"4,35","3,92"
Amazon.de,freundebuch,"99,82",3407794754,Mein Kinder Künstler Freundebuch,"8,63","3,95",3833227370,Freunde sind wie die Luft zum Atmen - Das besondere Erinnerungsalbum: Freundebuch für Erwachsene,"4,88","2,16",B0034K1ZIY,,"3,4","4,03"
Amazon.de,küchenmaschine,"99,82",B00BK3U36W,"Bosch MUM56S40 Küchenmaschine Styline MUM5 (900 Watt, 3.9 Liter) silber","25,59","4,3",B0079V03J6,"Philips HR7762/90 Küchenmaschine (28 Funktionen, Standmixer, 750 Watt) schwarz","7,17","7,05",B004MPQQ0C,"Bosch MUM48A1 Küchenmaschine MUM4 (600 Watt, 3.9 Liter, Edelstahl-Rührschüssel, Durchlaufschnitzler, Rezept DVD) schwarz","6,61","4,75"
Amazon.de,bügelbrett,"99,81",B0018O2QSG,Vileda 14339 Viva Express Smart+ Bügeltisch - praktischer Bügeltisch mit Steckdose - mit hochwertigem Bügeltischbezug für glatte Wäsche,"27,39","9,76",B002LLN7NI,"WENKO 1201143100 Bügeltischbezug Air Comfort L - 4 mm Komfortpolsterung, 100 % Baumwolle, Blau","12,4","3,34",B00IVI72PY,"Leifheit 72564 Bügeltisch AirBoard Premium M Plus, Feathers Blue","8,23","3,53"
Amazon.de,nike schuhe herren,"99,81",B01FW60H22,,"7,6",0,B00WILER1C,Nike Roshe Run Herren Laufschuhe,"5,18",0,B012NK4JMY,"Nike Free 5.0, Herren Laufschuhe","4,13",0
Amazon.de,pc gehäuse,"99,81",B00NCG16O8,"Sharkoon VG4-W Blau PC-Gehäuse mit Window Kit (2x USB 3.0, 2x USB 2.0, ATX) schwarz/blau","9,66","4,4",B015J8R1FY,"Sharkoon VG5-W PC-Gehäuse (Schnellverschlüsse, 2x 120-mm-LED-Lüfter vorinstalliert, USB 3.0) blau","7,62","14,68",B00UNJRG78,Thermaltake Versa H15 PC-Gehäuse mit Fenster schwarz,"6,74","8,56"
Amazon.de,rasenmäher,"99,81",B0032TJFOS,"Bosch Home and Garden Rasenmäher Rotak 32, Grasfangbox 31 Liter (1.200 W, 32 cm Schnittbreite, 20-60 mm Schnitthöhe, 6,8 kg)","26,2","13,57",B00GS5LQUY,"Bosch Home & Garden Rotak 37 Rasenmäher, Grasfangbox 40 l (1400 W, 37 cm Schnittbreite, 11.2 kg)","7,26","3,75",B0012MGYXW,"Einhell Elektro Rasenmäher BG-EM 1030 (1000 W, 30 cm Schnittbreite, 3-fache Schnitthöhenverstellung 25-60 mm, 28 l Fangbox)","6,29","15,37"
Amazon.de,stirnlampe,"99,81",B01AK3G6UY,,"73,03",0,B00UAJ2CXO,"Petzl Stirnlampe Tikkina, E91HNE","11,93","12,22",B00UAJ2B8A,"Petzl Stirnlampe Tikka, black, One size, E93HNE","1,8","3,75"
Amazon.de,tauchpumpe,"99,81",B000OY05NE,GARDENA Classic Tauchpumpe 6000 01777-20,"13,47","8,3",B000ORXEP2,"Kärcher Schmutzwasser-Tauchpumpe SDP 7000, 1.645-100.0","8,28","1,8",B00B18KAEG,"Einhell Schmutzwasserpumpe GC-DP 7835 (780 Watt, max. 15.700 l/h, max. 8 m Förderhöhe, Fremdkörper bis 35 mm, stufenloser Schwimmerschalter)","7,24","5,13"
Amazon.de,xperia z5 hülle,"99,81",B016QC8APM,mumbi Schutzhülle Sony Xperia Z5 Hülle transparent weiss (Ultra Slim - 0.55 mm),"98,87","8,87",B014UVDH2M,mumbi Schutzhülle Sony Xperia Z5 Hülle,"0,37","39,41",B014UVDDX0,mumbi Schutzhülle Sony Xperia Z5 Hülle transparent weiss,"0,17","14,78"
Amazon.de,blutdruckmessgerät,"99,8",B00440D8A6,Sanitas SBM 21 Oberarm-Blutdruckmessgerät,"30,48","7,95",B001QB2MGM,Sanitas SBM 03 Handgelenk Blutdruckmessgerät,10,"4,4",B00A6QWL1E,AEG BMG 5611 Blutdruckmessgerät,"8,12","6,72"
Amazon.de,crocs herren,"99,8",B00LA1SKLE,Crocs Crocband Unisex - Erwachsene Clogs,"18,81",0,B00B4ETBPG,Crocs Classic 10001 Unisex - Erwachsene Clogs,"15,69",0,B001TOD3PA,crocs Baya 10126 Unisex - Erwachsene Clogs & Pantoletten,"7,45",0
Amazon.de,em 2016 trikot,"99,8",B0185K7Z5O,adidas Herren Heimtrikot UEFA Euro 2016 DFB Replica,"38,35",0,B0185K7Z7M,adidas Herren UEFA EURO 2016 DFB Auswärtstrikot Replica,"18,72",0,B01BGREG9G,adidas Damen Heimtrikot UEFA Euro 2016 DFB Replica,"7,34",0
Amazon.de,fire tv,"99,8",B00UH2K93O,Amazon Fire TV Streaming Media Player mit 4K Ultra HD,"46,59","48,09",B00KAKPZYG,Fire TV Stick Streaming Media Player,"32,84","3,5",B00KQEG1GC,"Amazon Fire TV, Zertifiziert und generalüberholt","8,54",16
Amazon.de,glätteisen,"99,8",B003WOKJF2,Remington S9500 Haarglätter Pearl (mit hochwertiger Keramikbeschichtung),"30,22","8,72",B002AKKCSI,Braun Satin Hair 7 ST 710 Haarglätter mit IONTEC Technologie,"15,4","6,07",B005EFZUO2,Remington S3500 Ceramic Straight 230 Haarglätter (mit 4fach-Schutz),"9,68","6,1"
Amazon.de,huawei y625 hülle,"99,8",B00UBRE8DM,mumbi Schutzhülle Huawei Y625 Hülle,"38,52","35,83",B00UBRE1FW,mumbi Schutzhülle Huawei Y625 Hülle transparent weiss,"37,95","44,58",B00UBRE576,mumbi Schutzhülle Huawei Y625 Hülle transparent schwarz,"22,45","12,74"
Amazon.de,klimaanlage,"99,8",B001AO0OXI,Honeywell HO-5500RE Turmventilator oszillierend silber/schwarz,"26,49","1,44",B00AYCNJ3E,"De'Longhi PAC N 81  Mobiles Klimagerät, EEK: A","14,49","6,06",B00KL7L2CM,"Orbegozo AIR 45 Klimaanlage, Schwarz","11,42","32,74"
Amazon.de,prison break,"99,8",B00ILHB9XQ,,"57,53",0,B00ILHBD28,,"32,01",0,B008MFXJH6,Prison Break - Die komplette Serie (inkl. The Final Break) [24 DVDs],"4,18","41,44"
