Abteilung,Suchbegriff,Suchhäufigkeit,ASIN,Nr. 1 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil,ASIN,Nr. 2 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil,ASIN,Nr. 3 der geklickten Titel,Klickfreigabe,Umwandlungs-Anteil
Amazon.de,assassins creed syndicate,"99,97",B00XJTFKSQ,Assassin's Creed Syndicate - Special Edition - [PlayStation 4],"62,89","11,63",B00XJTEWM6,Assassin's Creed Syndicate - Special Edition - [PC],"7,25","11,36",B011CDEQDA,Assassin's Creed Syndicate - Special Edition inkl. Steelbook (exkl. bei Amazon.de) - [PlayStation 4],"6,96","3,95"
Amazon.de,iphone 5s hülle,"99,97",B00PHV74TW,mumbi TPU Silikon Schutzhülle iPhone 5 5S Hülle transparent schwarz,"25,29","8,84",B00PHV6C40,mumbi DUAL TPU Hardcase Hülle iPhone 5 5S Schutzhülle (harte Rückseite) schwarz,"24,92","11,11",B00PHV9TOK,mumbi TPU Silikon Schutzhülle iPhone 5S 5 Hülle in schwarz,"23,56","11,27"
Amazon.de,kaffeevollautomat,"99,97",B00400OMU0,"DeLonghi ECAM 22.110.B Kaffee-Vollautomat (1.8 Liter, 15 bar, 1450 Watt, Dampfdüse) glossy black","20,12","7,49",B000OC7SZ4,"DeLonghi ESAM 3000.B Kaffee-Vollautomat (1.8 l, 15 bar, Dampfdüse)","7,51","4,91",B00W3HO70W,"Krups EA8161 Kaffeevollautomat (1,8 l, 15 bar, LC Display, AutoCappuccino-System), weiß","5,94","0,53"
Amazon.de,kindle,"99,97",B00QJDO0QC,"Der neue Kindle Paperwhite, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN - mit Spezialangeboten","42,4","4,85",B00JG8GBDM,"Kindle Paperwhite (6. Generation), 15 cm (6 Zoll) hochauflösendes Display (212 ppi) mit integrierter Beleuchtung, WLAN","14,91","10,22",B00KDRUCJY,"Kindle, 15,2 cm (6 Zoll) Touchscreen ohne Spiegeleffekte, WLAN (Schwarz) - mit Spezialangeboten","11,19","12,03"
Amazon.de,lego star wars,"99,97",B00SDTTH5E,LEGO 75105 Star Wars  - Millennium Falcon,"12,63","2,69",B00HNSRYYM,Lego Star Wars 75055 - Imperial Star Destroyer,"7,18","2,91",B00SDTU3Z2,LEGO 75094 Star Wars  - Imperial Shuttle Tydirium,"5,76","4,48"
Amazon.de,playmobil,"99,97",B00IF1VVFO,PLAYMOBIL 5568 - Kinderspielplatz,"4,17","2,27",B0077QT4VG,PLAYMOBIL 5167 - Neues Mitnehm-Puppenhaus,"3,33","1,67",B00VLUZ31O,PLAYMOBIL 6657 - Kinderklinik mit Einrichtung,"3,24","0,84"
Amazon.de,playstation 4,"99,97",B00BIYAO3K,PlayStation 4 - Konsole (500GB),"21,83","14,2",B00ZPRPJF4,PlayStation 4 - Konsole Ultimate Player 1TB Edition [CUH-1116B],"19,33","2,2",B015FGBTQW,,"8,17",0
Amazon.de,star wars battlefront,"99,97",B015HD3OXO,Star Wars Battlefront - Steelbook Edition (exklusiv bei Amazon.de) - [PlayStation 4],"29,21","11,17",B00V6IWT0E,Star Wars Battlefront - [PlayStation 4],"22,13","9,64",B00V6IX0ZW,Star Wars Battlefront - [PC],"22,1","16,04"
Amazon.de,staubsauger,"99,97",B00M1Q4COG,"Siemens VS06B112A Bodenstaubsauger synchropower EEK B (mit Beutel, highPower-Motor, PowerProtect System, Hartbodendüse), 700 W, schwarz","22,59","9,85",B00IZ8TFO6,"Philips PowerPro Compact FC8477/91 Staubsauger (ohne Beutel, EEK B, EPA10) grau","10,16","3,5",B00MHT6DOE,"AEG Vampyr Equipt AEQ 12 Staubsauger mit Beutel EEK F (1400 Watt, 3,5 l Staubbeutelvolumen, Microfilter) Bodenstaubsauger schwarz/anthrazit","8,12","6,24"
Amazon.de,fear the walking dead,"99,96",B0149BH53U,,"87,47",0,B0158K1BIG,Fear the Walking Dead - Die komplette erste Staffel [Blu-ray],"9,92","59,57",B0158K1COO,Fear the Walking Dead - Die komplette erste Staffel Steelbook [Blu-ray] [Limited Edition],"0,88","15,93"
Amazon.de,fifa 16,"99,96",B00YF1WYTU,FIFA 16 - [PlayStation 4],"56,48","16,06",B00YF1XGSI,FIFA 16 - [PlayStation 3],"13,06","11,56",B00YF1XYGC,FIFA 16 - [PC],"13,04","22,18"
Amazon.de,fire tv,"99,96",B00UH2K93O,Das neue Amazon Fire TV mit 4K Ultra HD,"56,46","17,35",B00KAKPZYG,Fire TV Stick,"21,55","6,78",B00KQEG1GC,"Amazon Fire TV, Zertifiziert und generalüberholt","10,39","31,98"
Amazon.de,laptop,"99,96",B00KH6PG6U,"Lenovo G50-30 39,6 cm (15,6 Zoll HD TN) Notebook (Intel Celeron N2830, 2,16GHz, 4GB RAM, 320GB HDD, Intel HD Graphics, Win 8.1 mit Bing) schwarz","21,04","11,75",B00TTZ3VNU,"Lenovo G50-80 39,6 cm (15,6 Zoll FHD TN) Notebook (Intel Celeron 3205U, 1,5 GHz, 4 GB RAM, 500 GB HDD, Intel HD Graphics, DVD, kein Betriebssystem) schwarz","15,53","6,99",B014CYPJXM,"Asus F205TA-FD0066TS 29,5 cm (11,6 Zoll) Notebook (Intel Atom Z3735F, 2GB RAM, 32GB eMMC, HD Graphic, Win 10 Home) gold","13,64","2,37"
Amazon.de,lego technik,"99,96",B00SDTS2CS,Lego 42043 - Technic Mercedes-Benz Arocs 3245,"22,31","3,43",B00SDTS37M,Lego 42042 - Technic Seilbagger,"8,08","3,57",B00H4908ZM,Lego Technic 42030 - VOLVO L350F Radlader,"6,45","5,37"
Amazon.de,nerf,"99,96",B00VEMM3RG,Hasbro B1538EU4 - Nerf N-Strike Elite XD Modulus Blaster,"18,41","6,26",B00K196KA4,"Hasbro 34276EU4 - Nerf N-Strike Elite XD RhinoFire, vollautomatischer Blaster","6,46","5,72",B00OR1FWQU,Hasbro A3901E35 - Nerf N-Strike Elite XD Rapidstrike,"5,89","4,32"
Amazon.de,tablet,"99,96",B00ZDWLEEG,"Fire, 17,7 cm (7 Zoll) Display, WLAN, 8 GB - mit Spezialangeboten","27,66","4,7",B00JXALVGK,"Logitech UltraThin Folio für Samsung Galaxy Tab 4 25,7 cm (10,1 Zoll) (QWERTZ, deutsches Tastaturlayout) schwarz","14,99","27,37",B00J4IC1RO,"Lenovo A10-70 25,7 cm (10,1 Zoll HD-IPS) Tablet (ARM MTK 8121 QC, 1,3GHz, 1GB RAM, 16GB eMMC, GPS, Android 4.2) midnight blau","11,63","4,77"
Amazon.de,wasserkocher,"99,96",B0019QLTMW,"Philips HD4646/20  Serie Wasserkocher (1,5 Liter, 2400 Watt, Anti-Kalk) schwarz","19,22","8,98",B0019K321Y,"Severin WK 3482 Wasserkocher,weiß / 1,7 Liter Inhalt / 2200 W","8,38","6,81",B008JBWR1W,"WMF Bueno Wasserkocher (2400 Watt, 1,7 Liter, Kalk-Wasserfilter) Edelstahl","8,1","3,79"
Amazon.de,anki overdrive,"99,95",B0157Z3I7Y,Anki OVERDRIVE Starter Kit,"58,58","24,84",B00V695HM0,Anki OVERDRIVE Collision Kit,"4,63","6,67",B00V6951Z8,Anki OVERDRIVE Speed Kit,"4,53","5,52"
Amazon.de,fire tv stick,"99,95",B00KAKPZYG,Fire TV Stick,"72,54","37,78",B010EGFSSS,Neu - Fire TV Stick mit Sprachfernbedienung,"14,06","26,09",B00UH2K93O,Das neue Amazon Fire TV mit 4K Ultra HD,"7,13","1,64"
Amazon.de,gutschein,"99,95",B0054PDOV8,Amazon.de Gutschein per E-Mail (A wie Amazon),"45,39","1,62",B0054PDP2Q,Amazon.de Gutschein zum Drucken (A wie Amazon),"38,36","10,35",B00JFXMNLW,Amazon.de Grußkarte mit Geschenkgutschein - 20 EUR (Geburtstagsgeschenke),"10,23","9,1"
Amazon.de,halloween kostüm,"99,95",B00FSAVSFI,,"10,37",0,B003DRWS84,"Smiffy's 35231 Beil im Kopf, Einheitsgröße","9,56","10,58",B0060KH65Q,"Smiffy's 32198M Grim-Reaper-Robe, M, schwarz","6,69","12,16"
Amazon.de,halo 5,"99,95",B00KKGWMO6,Halo 5: Guardians - [Xbox One],"55,65","24,13",B00RP3CB4S,Halo 5: Guardians - Limited Edition - [Xbox One],"17,99","26,24",B00RKK15H0,Halo 5: Guardians Limited Collectors Edition,"8,92","14,19"
Amazon.de,hdmi kabel,"99,95",B003L1ZYYM,"AmazonBasics Hochgeschwindigkeits-HDMI-Kabel (Ethernet, 3D, und Audio-Return) 2 m","25,23","6,89",B00NH126Q0,"AmazonBasics Hochgeschwindigkeits-HDMI-Kabel (Ethernet, 3D, und Audio-Return) 2 m","24,15","7,83",B004BEMD5Q,KabelDirekt 2m HDMI Kabel / kompatibel mit HDMI 2.0 ( Ultra HD 4K 3D Full HD 1080p ARC Highspeed mit Ethernet ) - TOP Series,"16,5","10,98"
Amazon.de,hipp,"99,95",B00BSNACII,"Aptamil Kindermilch 1+ ab 1 Jahr, 4er Pack (4 x 600 g)","9,29","0,21",B0084CRNBA,"Hipp  2 Bio, 4er Pack (4 x 800 g) - Bio","9,27","3,02",B007X2CL6E,"Hipp Bio Kindermilch ab 1 Jahr, 4er Pack (4 x 800 g) - Bio","9,02","0,29"
Amazon.de,lego,"99,95",B00NVDP3ZU,Lego Classic 10696 - Mittelgroße Bausteine Box,"9,23","8,97",B00SDTZ09G,Lego 60092 - City Tiefsee-U-Boot,"6,97",4,B00SDTS2CS,Lego 42043 - Technic Mercedes-Benz Arocs 3245,"4,39","0,26"
Amazon.de,lego dimension,"99,95",B00VJWS2LC,LEGO Dimensions - Starter Pack - [PlayStation 4],"22,61","5,69",B0119RU28M,LEGO Dimensions - Level Pack - Dr. Who (exklusiv bei Amazon.de),"6,52","8,24",B00VJWS3AW,LEGO Dimensions - Starter Pack - [Wii U],"5,51","4,37"
Amazon.de,lightning kabel,"99,95",B010NV8EIU,"mumbi Lightning zu USB Kabel [Apple MFi zertifiziert] 1m für iPhone 6 Plus 6s Plus 5S 5C 5, iPad Air 2, Mini 3, iPod touch (5.Gen), iPod Nano (7.Gen) in weiss","82,31","19,79",B00NH13W2W,"AmazonBasics Verbindungskabel Lightning auf USB, 0,9 m, zertifiziert von Apple, Weiß","7,75","13,45",B010S9M3L6,"AmazonBasics Verbindungskabel Lightning auf USB, 0,9 m, zertifiziert von Apple, Weiß","4,56","2,23"
Amazon.de,need for speed,"99,95",B00Y2JXATI,Need for Speed - [PlayStation 4],"61,67","14,12",B00Y2JXNWW,Need for Speed - [PC],"13,61","34,63",B015HD3XF8,Need for Speed - Steelbook Edition (exklusiv bei Amazon.de) - [PlayStation 4],"13,57","9,1"
Amazon.de,tiptoi,"99,95",B00385X3PI,Ravensburger 00502 - tiptoi: Starter-Set mit Stift und Buch,"10,24","3,37",3473435147,tiptoi® Bilderbuch: tiptoi® Meine schönsten Kinderlieder,"6,24","2,81",B00V8KFAHY,Ravensburger 00700 - tiptoi - Stift mit Player,"6,09","2,85"
Amazon.de,toaster,"99,95",B0028QY4MY,"Severin AT 2514 Automatik-Toaster (850 Watt), edelstahl","12,58","4,83",B0027OGDWG,"Severin AT 2515 Automatik-Langschlitztoaster, Edelstahl-gebürstet-schwarz / 1000 W","8,88","2,67",B007HMTKU0,"Severin AT 2509 Automatik-Toaster (1400 Watt, für bis zu 4 Brotscheiben), edelstahl","7,24","1,01"
Amazon.de,usb stick,"99,95",B0011UD7BW,Intenso Rainbow Line 8 GB USB-Stick USB 2.0 grün,"11,59","8,44",B005FYNSZA,"SanDisk Cruzer Fit Z33 16GB USB-Stick, USB 2.0 schwarz","10,36","4,43",B00D9OQ1QQ,Kingston DataTraveler DTSE9H 16GB Speicherstick USB 2.0 silber [Amazon Frustfreie Verpackung],"9,42","7,86"
Amazon.de,wetterstation,"99,95",B001HJ5DLE,"TFA Dostmann Funkwetterstation Spectro 35.1089, silber","10,97","3,85",B00LGJ9JPG,"Hama Funk-Wetterstation mit Farbdisplay ""EWS-1300 Color"", schwarz, Funkuhr, Wecker, Frostalarm und Wettervorhersage (inkl. Außensensor, Reichweite 30 m)","10,87","2,14",B00LGIFEE2,"Bresser Funkwetterstation Temeo Trend LG, schwarz (Version 2)","5,79","2,65"
Amazon.de,externe festplatte,"99,94",B00KWHJY7Q,"Toshiba Canvio Basics 1TB externe Festplatte  (6,4 cm (2,5 Zoll) USB 3.0) schwarz","30,41","11,29",B00CRZ2PRM,"WD Elements Portable externe Festplatte 1TB (6,4 cm (2,5 Zoll), USB 3.0) schwarz","20,29","9,32",B003Y3M4N6,"Intenso Memory Station 1TB externe Festplatte (6,3 cm (2,5 Zoll), 5400rpm, 8ms, 8MB Cache, USB) schwarz","12,27","11,4"
Amazon.de,honor 7,"99,94",B01483WYBW,"Honor 7 Smartphone (13,2 cm (5,2 Zoll) Touchscreen, 16GB interner Speicher, Android OS) grau","51,91","31,03",B01483X0HY,"Honor 7 Smartphone (13,2 cm (5,2 Zoll) Touchscreen, 16GB interner Speicher, Android OS) silber","42,37","63,16",B00OOPZLL0,"Honor 6 Smartphone (5 Zoll (12,7 cm) Touch-Display, 16 GB Speicher, Android 4.4) schwarz","2,78","2,93"
Amazon.de,iphone 6s,"99,94",B015A9DDAO,,"65,93",0,B015A8MVXK,"Apple iPhone 6s Smartphone (11,9 cm (4,7 Zoll) Display, 16GB interner Speicher, IOS) grey","12,08","72,25",B00NGOCJ74,"Apple iPhone 6 Smartphone (4,7 Zoll (11,9 cm) Touch-Display, 16 GB Speicher, iOS 8) grau","4,77","1,76"
Amazon.de,jurassic world,"99,94",B00XZXTSES,Jurassic World,"64,46","8,58",B00XZXTTDS,Jurassic World  (inkl. Digital Ultraviolet) [Blu-ray],"19,74","3,03",B00Y2IJE2G,Jurassic Park Collection - Dino-Skin Edition (exklusiv bei Amazon.de) [Blu-ray] [Limited Edition],"4,01","1,97"
Amazon.de,kaffeemaschine,"99,94",B000ALVUM6,"Philips HD7546/20 Thermo Kaffeemaschine (1000 Watt, 1.2 L, Tropf-Stopp Funktion) schwarz/metall","17,46","4,31",B005FQJUI2,Melitta 100801 Optima Timer Kaffeefiltermaschine - schwarz/Edelstahl,"9,85","3,36",B00JM0BYDQ,Melitta 1010-02 bk Easy Kaffeefiltermaschine -Glaskanne -Tropfstopp -Schwenkfilter schwarz,"4,38","6,07"
Amazon.de,lego duplo,"99,94",B000T735AQ,Lego Duplo 6176 - Grundbausteine,"7,51","3,63",B00F3B2TVO,Lego Duplo 10572 - Große Steinbox,"5,89","2,34",B00I4IXBRY,Lego Duplo 10580 - Deluxe Steinebox,"5,7","4,38"
Amazon.de,lego friends,"99,94",B00SDU34OS,LEGO 41101 Friends - Heartlake Großes Hotel,"8,35","1,77",B00NGJOS1E,Lego Friends 41095 - Emma's Familienhaus,"7,6","4,18",B00SDU2OVW,LEGO 41106 Friends - Popstar Tourbus,"7,08","3,03"
Amazon.de,mikrowelle,"99,94",B0076ZQQ14,Bomann MW 2235 CB Mikrowelle / 700 Watt / 35-Minuten-Timer mit Endsignal / Garraumbeleuchtung,"25,12","10,68",B001LF3TOW,Clatronic MWG 775 H/ Mikrowelle mit Grill und Heißluft / 23 Liter / Edelstahlgehäuse,"9,11","3,66",B00MOIFD8U,Severin MW 9721 Mikrowelle / Leistung / Mikrowelle circa 700 W / 20 L Garraum / silber / schwarz,"7,52","8,29"
Amazon.de,minions,"99,94",B01076V78K,Minions,"19,92","4,01",B01076V6T0,Minions [Blu-ray],"7,08","1,9",B00V82MFR0,Mattel Mega Bloks CPC57 - Minions Adventskalender,"6,17","0,57"
Amazon.de,waschmaschine,"99,94",B005F5OAJ2,Beko WMB 71643 PTE Frontlader Waschmaschine / A+++ A / 0.749 kWh / 1600 UpM / 7 kg / 41 L / Pet Hair Removal / Watersafe / weiß,"27,71","9,82",B00HJST94Y,"Bosch WAE283ECO Waschmaschine FL / A+++ / 165 kWh/Jahr / 1400 UpM / 7 kg / 10686 Liter/Jahr / ActiveWater spart Wasser und Kosten dank sensorgesteuerter, mehrstufiger Mengenautomatik / weiß","13,43","5,18",B006MHD5QG,Beko WML 15106 NE Waschmaschine Frontlader / A+ / 168 kWh/Jahr / 1000 UpM / 5 kg / weiß / Programmablaufanzeige / Mini 30-Programm,"9,72","10,64"
Amazon.de,winterjacke damen,"99,94",B00OOCZ06E,,"9,11",0,B00DRBX33A,ONLY Damen Jacke 15080729/LUCCA OTW BB,"7,69",0,B00NM98WXS,Berydale Damen Parka Jacke wasser- und winddicht,"6,4",0
Amazon.de,winterjacke herren,"99,94",B00QF606W0,,"8,37",0,B00L7GDJWW,Jack Wolfskin Herren 3-in-1 Jacke Iceland Jacket,"7,14",0,B00NWT7WE8,,"6,7",0
Amazon.de,adventskalender 2015,"99,93",B00U7AIF3W,Revell Control 01009 - Adventskalender 2015,"5,04","2,58",B00S5R0W3K,Kosmos 631888 - Die drei ??? Adventskalender 2015 - Löse die 24 geheimnisvollen Rätsel des Klettercanyons,"4,04","2,55",B00V8KK5TM,"Disney Die Eiskönigin Frozen Adventskalender 2015, 1 Stück","3,89","1,52"
Amazon.de,adventskalender für erwachsene,"99,93",B00MBK6HQS,"Garten-Adventskalender, 24 Gartenartikel, Größe: 50x35x4 cm","6,77","7,33",B00R3I65OM,Zettelkalender - Katzen im Advent,"6,27","5,78",B00OBHOD6A,"Huber's Frühstücks-Adventskalender ""Rentner"", 1er Pack (1 x 200 g)","5,03","1,1"
Amazon.de,asterix,"99,93",3770438906,Asterix 36: Der Papyrus des Cäsar,"79,26","4,19",3770436350,Asterix 35: Asterix bei den Pikten,"5,45","1,24",3770437136,"Asterix Gesamtausgabe 01: Asterix der Gallier, Die goldene Sichel, Asterix und die Goten","2,83","5,82"
Amazon.de,black ops 3,"99,93",B00VWXX4KW,Call of Duty: Black Ops 3 - [PlayStation 4],"50,59","16,71",B011C1AXDO,Call of Duty: Black Ops III - Hardened Edition - [PlayStation 4],"13,92","9,69",B011C1BI6U,Call of Duty: Black Ops III - Juggernog Edition - [PlayStation 4],"8,34","1,92"
Amazon.de,drucker,"99,93",B00E7Q36RW,"HP Deskjet 2540 All-in-One Druckerserie (Drucken, Kopieren, Scannen, USB, WLAN, 4800x1200 dpi)","22,98","11,3",B00E9WU79Y,"Canon PIXMA MG3550 Multifunktionsgerät (Drucker, Kopierer, Scanner, USB, WLAN) schwarz","17,26","13,25",B00N0QJ1N8,"Epson Expression Home XP-322 Tintenstrahl-Multifunktionsgerät (Drucken, scannen, kopieren, Wi-Fi) schwarz","6,95","4,13"
Amazon.de,iphone 5s,"99,93",B00F8JHGXM,"Apple iPhone 5S Smartphone 16GB (10,2 cm (4 Zoll) IPS Retina-Touchscreen, 8 Megapixel Kamera, iOS 7) Spacegrau","39,38","32,55",B00F8JHE16,"Apple iPhone 5S Smartphone 16GB (10,2 cm (4 Zoll) IPS Retina-Touchscreen, 8 Megapixel Kamera, iOS 7) Silber","15,24","21,76",B00F8JDD2K,"Apple iPhone 5S Smartphone (4 Zoll (10,2 cm) Touch-Display, 32 GB Speicher, iOS 7) spacegrau","11,37","17,52"
Amazon.de,iphone 6,"99,93",B00NGOCJ74,"Apple iPhone 6 Smartphone (4,7 Zoll (11,9 cm) Touch-Display, 16 GB Speicher, iOS 8) grau","46,95","24,7",B00NGOCZ3C,"Apple iPhone 6 Smartphone (4,7 Zoll (11,9 cm) Touch-Display, 64 GB Speicher, iOS 8) grau","15,54","31,61",B00NGOCUFK,"Apple iPhone 6 Smartphone (4,7 Zoll (11,9 cm) Touch-Display, 16 GB Speicher, iOS 8) gold","14,48","15,09"
Amazon.de,smartphone,"99,93",B00NNPLIS2,"Vertu 0023B48 Smartphone (9,39 cm (3,7 Zoll) Display, 8 Megapixel Kamera, Dual Core Prozessor, 1,7GHz, micro-SIM, Android 4.0) schwarz","8,5",0,B00HW1U5UK,"Sony Xperia E1 Smartphone (4 Zoll (10,2 cm) Touch-Display, 4 GB Speicher, Android 4.3) schwarz","4,82","4,14",B00JEISY70,"Samsung Galaxy S3 mini (GT-I8200) Smartphone (4 Zoll (10,2 cm) Touch-Display, 8 GB Speicher, Android 4.2) weiß","4,32","1,33"
Amazon.de,star wars,"99,93",B004HILOEW,Star Wars: The Complete Saga I-VI [Blu-ray],"24,8","1,41",B011T11T8A,Star Wars: The Complete Saga (BD) [Blu-ray],"13,65","2,91",B00E9NC0HA,"Star Wars - Trilogie, Episode IV-VI [3 DVDs]","8,79","2,83"
Amazon.de,tastatur,"99,93",B00N3OCV7U,"Sharkoon Skiller Pro beleuchtete Gaming Tastatur (9 Multimedia-, 6 Makro- und 3 Profil-Tasten, Software, USB) schwarz","14,68",5,B00F35N0VI,CHERRY KC1000 corded Keyboard USB ultraflat black,"13,97","8,49",B00E6KGKXG,"LOGITECH K280e corded Keyboard USB black for Business, QWERTZ,  deutsches Layout","11,86","6,22"
Amazon.de,wii u,"99,93",B012DCOXGE,"Nintendo Wii U Premium Pack schwarz, 32GB inkl. Super Mario Maker + Artbook + Amiibo","26,65","20,12",B00PJMWTLC,"Nintendo Wii U Premium Pack schwarz, 32GB inkl. Mario Kart 8 (vorinstalliert)","15,28","10,88",B004ZKI7EM,"Nintendo Wii U - Konsole, Basic Pack, 8 GB, weiß","4,9",0
Amazon.de,adventskalender kinder,"99,92",3473442917,Wieso? Weshalb? Warum? Mini-Bilderspaß: Wieso? Weshalb? Warum? Adventskalender,"4,74","3,34",B00VLVC97E,PLAYMOBIL 6624 - Adventskalender - Weihnacht auf dem Bauernhof,"3,86","1,44",B00VPY5JBA,Schleich 97052 - Adventskalender Bauernhof 2015,"3,67","1,39"
Amazon.de,elektrische zahnbürste,"99,92",B003RRY446,Oral-B Vitality Precision Clean elektrische Zahnbürste (mit Timer),"18,68","12,81",B00KBWBPRY,"Oral-B PRO 600 Cross Action elektrische Zahnbürste, Modell 2014","12,06","5,75",B003VWDC3G,Oral-B Pulsonic Slim elektrische Zahnbürste (1 Handstück),"10,52","2,16"
Amazon.de,headset,"99,92",B00OTOJEDM,Sharkoon Rush ER1 Gaming Headset weiß,"25,86","13,23",B005HWEYN0,Sennheiser PC 3 Chat Headset,"11,2","8,49",B00CJ5FPUE,Logitech G430 Gaming Headset für PC und PS4 blau,"10,04","2,42"
Amazon.de,heizlüfter,"99,92",B004540AWU,Clatronic HL 3378 Heizlüfter,"20,99","5,94",B00MFEHQJ2,"Rowenta Heizlüfter Instant Comfort Aqua, SO6510","10,11","3,72",B00MFEHQMO,"Rowenta Heizlüfter Instant Comfort Compact 2000, SO2320 (Grau)","6,48","5,73"
Amazon.de,küchenmaschine,"99,92",B00008K5XU,"Bosch MUM4405 Küchenmaschine MUM4 (500 Watt, 3.9 Liter) weiß","13,71","7,19",B00BK3U36W,"Bosch MUM56S40 Küchenmaschine Styline MUM5 (900 Watt, 3.9 Liter) silber","11,6","2,12",B0079V03J6,"Philips HR7762/90 Küchenmaschine (28 Funktionen, Standmixer, 750 Watt) schwarz","8,13","3,59"
Amazon.de,lumia 950,"99,92",B016AAM588,"Microsoft Lumia 950 Smartphone (5,2 Zoll (13,2 cm) Touch-Display, 32 GB Speicher, 20 Megapixel Kamera, Windows 10) weiß","56,67","36,78",B016AAM8C6,"Microsoft Lumia 950 Dual-SIM Smartphone (5,2 Zoll (13,2 cm) Touch-Display, 32 GB Speicher, 20 Megapixel Kamera, Windows 10) schwarz","12,83","20,67",B016AAM8M6,"Microsoft Lumia 950 XL Smartphone (5,7 Zoll (14,5 cm) Touch-Display, 32 GB Speicher, 20 Megapixel Kamera, Windows 10) schwarz","9,87","8,95"
Amazon.de,soundbar,"99,92",B00U2XM31O,"Samsung HW-J450 2.1 Soundbar (300W, kabelloser Subwoofer, Bluetooth) schwarz","21,91","11,89",B0117RGXC8,Bose ® Solo 5 TV Sound System schwarz,"11,49","5,8",B00C1WRHMO,"LG NB3530A 2.1 Soundbar mit wireless Subwoofer (300 Watt, USB) schwarz","9,65","2,51"
