"Abteilung=[Amazon.de]","Suchbegriff=[]","ASINs oder Produkte eingeben=[]","Auswertungsbereich=[Monatlich]"," Wird angezeigt=[01.01.19 - 31.01.19]"
"Abteilung","Suchbegriff","Suchfrequenz-Rang ","#1 der angeklickten ASINs","Produkttitel #1","Klickrate #1","Umsatzrate #1","#2 der angeklickten ASINs","Produkttitel #2","Klickrate #2","Umsatzrate #2","#3 der angeklickten ASINs","Produkttitel #3","Klickrate #3","Umsatzrate #3"
"Amazon.de","kaffeevollautomat",18,"B00400OMU0","De’Longhi Magnifica S ECAM 22.110.B Kaffeevollautomat | Direktwahltasten und Drehregler | Milchaufschäumdüse | leises Kegelmahlwerk 13 Stufen | Herausnehmbare Brühgruppe | 2-Tassen-Funktion | schwarz","20,84%","33,79%","B00INSX904","Krups EA8108 Kaffeevollautomat (1450 Watt, 1,8 Liter Wassertank, CappuccinoPlus-Düse, 2-Tassen-Funktion, 15 bar) schwarz","8,51%","10,67%","B002OHDBLW","De'Longhi ECAM 23.420.SB Kaffeevollautomat | 1450 Watt | Digitaldisplay | Profi-Aufschäumdüse | Kegelmahlwerk mit 13 Stufen | Herausnehmbare Brühgruppe | 2-Tassen-Funktion | silber/schwarz","8,07%","8,94%"
"Amazon.de","staubsauger",19,"B01MTF06KN","Philips beutelloser Staubsauger PowerPro Compact (AAA-Energie-Label, 650 W, 1,5 L Staubvolumen, integrierte Bürste, weiß) FC9332/09","17,96%","19,69%","B007MP7OP0","Siemens Q5.0 extreme Silence Power Bodenstaubsauger VSQ5X1230, sehr niedriger Stromverbrauch, 4L Beutelvolumen, extrem leise, Hygienefilter, 850 Watt, schwarz","10,42%","8,21%","B07C3N686Y","AmazonBasics Bodenstaubsauger mit Beutel, 1,5L, leistungsstarker Motor","9,16%","11,97%"
"Amazon.de","nintendo switch spiele",20,"B07HPY5TKH","New Super Mario Bros. U Deluxe - [Nintendo Switch]","10,45%","20,09%","B07DPZ1WQ9","Super Mario Party - [Nintendo Switch]","6,42%","8,30%","B07BC272SC","Super Smash Bros. Ultimate - [Nintendo Switch]","5,48%","5,41%"
"Amazon.de","powerbank",21,"B00P7QM5UK","Poweradd Pilot X7 20000mAh Externer Akku Power Bank Power Pack Ladegerät","12,23%","17,77%","B00VJT3IUA","Anker PowerCore 20100mAh Externer Akku, kompakt Powerbank, hohe Kapazität 2-Port 4,8 A Output Ladegerät mit PowerIQ Technologie für iPhone, iPad, Samsung Galaxy und viele mehr (in Schwarz/Matt)","11,04%","9,08%","B07GSBPB6Q","KEDRON Powerbank 24000mAh Externer Akku mit Dual Input und 3 Ausgänge hohe Kapazität Tragbares Ladegerät Power Bank Handy für Smartphones","6,88%","8,32%"
"Amazon.de","kostüm damen",22,"B003BREXKC","Smiffys, Damen Sexy Armee Girl Kostüm, Kurzoverall, Gürtel und Mütze, Größe: S, 28864","6,14%","5,72%","B004MNNZXU","Fever Kollektion Rotkäppchen Kostüm mit Kleid Unterrock und Umhang mit Kapuze, Small","4,79%","7,57%","B074V4SMHF","OVERDOSE Frauen 197 * 125CM Weiche Gewebe Schmetterlings Flügel Schal feenhafte Damen Nymphe Pixie Kostüm Zusatz Für Show (197 * 125CM, B-Blau(168 * 135CM))","4,12%","4,99%"
"Amazon.de","bibi und tina",23,"B001QCGOSS","Bibi und Tina","22,20%","0,00%","B00I0B6O92","Bibi & Tina - Staffel 1","6,55%","0,51%","B00N448PLU","Bibi & Tina","5,83%","0,34%"
"Amazon.de","lego technik",24,"B07FP6QNQ7","Lego 42096 Technic Porsche 911 RSR, bunt","7,64%","4,40%","B075GR44MV","LEGO Technic 42078 - Mack Anthem, Konstruktionsspielzeug","5,66%","3,93%","B01CCT2ZIG","LEGO Technic 42055 - Schaufelradbagger, Bauspielzeug","5,64%","3,46%"
"Amazon.de","kopfhörer bloothooth kabellos",25,"B07LBVBQ5J","CYQBD Bluetooth Kopfhörer,Noise Cancelling Headset V5.0 Stereo-kopfhörer Sport bluetooth kopfhörer in Ear mit MiniLadekästchen und Integriertem Mikrofon,kopfhörer bloothooth kabellos","12,65%","0,91%","B07M6PHXB5","CYQBD Bluetooth Kopfhörer,Noise Cancelling Headset V5.0 Stereo-kopfhörer Sport Bluetooth kopfhörer in Ear mit MiniLadekästchen und Integriertem Mikrofon,kopfhörer bloothooth kabellos","9,03%","0,34%","B07MLK837W","GEJIN Bluetooth Kopfhörer,Noise Cancelling Headset V5.0 Stereo-kopfhörer Sport Bluetooth kopfhörer in Ear mit MiniLadekästchen und Integriertem Mikrofon,kopfhörer bloothooth kabellos","6,11%","0,53%"
"Amazon.de","ps4 controller",26,"B01GVQUX3U","PlayStation 4 - DualShock 4 Wireless Controller (schwarz)","22,94%","35,43%","B0746QG2FD","Nacon - Compact Controller für PS4, Schwarz","5,81%","3,16%","B01MA5AVXM","PlayStation 4 - DualShock 4 Wireless Controller, blau (2016)","5,09%","8,86%"
"Amazon.de","fitness armband",27,"B073WR7CGM","YAMAY Fitness Armband,Wasserdicht IP67 Fitness Tracker Smartwatch Aktivitätstracker Pulsuhren Smart Watch Schrittzähler Fitness Uhr Vibrationsalarm Anruf SMS Whatsapp Beachtenfür iOS Android Handy","11,21%","12,15%","B07BXWVL8X","Willful Fitness Armband mit Pulsmesser,Wasserdicht IP68 Fitness Tracker Farbbildschirm Aktivitätstracker Pulsuhren Schrittzähler Uhr Smartwatch für Damen Herren","10,66%","13,25%","B07H79NBD5","IceFox Fitness Armband, Smart Fitness Trackers Uhr, Wasserdicht IP67 Bluetooth Aktivitätstracker mit Pulsmesser,Herzfrequenzmonitor,Schlafmonitor,Schrittzähler","5,12%","0,55%"
"Amazon.de","luftbefeuchter",28,"B01LAW2LIU","Tenswall 400 ml Luftbefeuchter Ultraschall Diffuser Aromatherapie Luftbefeuchter Ätherische Öle Luftbefeuchter","18,82%","23,31%","B01A9VPJ50","InnoBeta® 2,4 Liter Ultraschall-Luftbefeuchter Cool Mist mit Filter für babys, kinder - Die ganze Nacht hindurch, Leise, Automatische Ausschaltung,langlebig, 7-farbige LED-Lichter (bis 35m²)","9,29%","10,19%","B017DBB1S8","Aroma Diffuser, VicTsing 300ml Luftbefeuchter Ultraschall Vernebler Raumbefeuchter Elektrisch Duftlampe Öle Diffusor mit 7 Farben LED,mehr als 30ml/h Feuchtigkeitsabgabe für Raum,Büro,Yoga,Spa,usw","7,28%","9,12%"
"Amazon.de","iphone x hülle",29,"B0756YYX4V","Humixx iPhone X Hülle [Nur für iPhone X,Passen Garnicht iPhone XS Kamera], Anti-Fingerabdruck, Anti-Scratch FeinMatt Federleicht Hülle Tasche Schale Hardcase für iPhone X(Skin Series-Schwarz)","16,20%","21,17%","B0779ZXR7P","iPhone X Hülle+2xPanzerglas, iLiebe® Transparent Durchsichtig [Ultra Dünn] Klar Weiche TPU Schutzhülle für Apple iPhone 10 Schutzfolie 5.8 Zoll Premium 9H, 5-Mal Verbesserte Gehärtetes Glas","6,82%","11,86%","B07CCGCLKP","Humixx iPhone Xs Hülle,iPhone X Hülle,Hochwertigem 9H Gehärtetem Glas Rückseite mit TPU Rahmen Schutzhülle, Ultra Dünn Handyhülle,Perfekter Schutz Hülle für iPhone Xs/X(5.8) - Klar","5,67%","6,87%"
"Amazon.de","kaffeemaschine",30,"B000ALVUM6","Philips HD7546/20 Gaia Filter-Kaffeemaschine mit Thermo-Kanne, schwarz/metall","11,57%","21,49%","B00400OMU0","De’Longhi Magnifica S ECAM 22.110.B Kaffeevollautomat | Direktwahltasten und Drehregler | Milchaufschäumdüse | leises Kegelmahlwerk 13 Stufen | Herausnehmbare Brühgruppe | 2-Tassen-Funktion | schwarz","8,74%","2,19%","B00JM0BYDQ","Melitta Easy 1010-02, Filterkaffeemaschine mit Glaskanne, Kompaktes Design, Schwarz","6,25%","11,87%"
"Amazon.de","game of thrones",31,"B00I8Z7CR8","Game of Thrones - Staffel 1 [dt./OV]","20,85%","4,21%","B00I8ZVL4I","Game of Thrones - Staffel 1 [dt./OV]","20,47%","30,75%","B073VTNSFY","Game of Thrones - Staffel 7 [dt./OV]","10,12%","10,15%"
"Amazon.de","e zigarette",32,"B07G27DLTD","LoVaper E Zigarette Starter Set 50W Box Mod Kit, 2200mAh Akku, Top Refill 0.5ohm/2.0ml Verdampfer kopf Tank, Box Mod mit 18650 Integriertem Batterie, E Shisha Starterset Ohne liquid Ohne Nikotin.","13,84%","24,41%","B075LD415J","Salcar V60 E Zigarette/ E Shisha Starterset und 5x10ml E liquid || V60 Mod Kit mit 2200mah Akku + 2.0ml Top Refill Verdampfer + 0.5 Ohm Verdampferköpfe, 0,0mg Nikotin (Schwarz)","12,23%","11,43%","B06ZZ4KM9T","E Zigarette Starterset Elektronische Zigarette/ E Shisha Doppelset: 2x EVOD 1100mAh Akku+2x Mini Protank Verdampfer+5x Extra Verdampferköpfe+10x10ML Liquid ohne Nikotin KUBO (2 Stück Schwarz+Weiß)","5,41%","7,15%"
"Amazon.de","bluetooth lautsprecher",33,"B01MTB55WH","Anker SoundCore 2 Bluetooth Lautsprecher mit Dual Treiber Bass, 24h Spielzeit, 20m Reichweite, IPX5 Wasserfest mit Eingebauten Mikrofon, Kabelloser Lautsprecher für iPhone, Samsung usw.(Schwarz)","12,91%","14,89%","B01MSYQWNY","JBL Flip 4 Bluetooth Box in Schwarz – Wasserdichter, tragbarer Lautsprecher mit Freisprechfunktion & Sprachassistent – Bis zu 12 Stunden Wireless Streaming mit nur einer Akku-Ladung","9,05%","7,84%","B01HTH3C8S","Anker SoundCore Mini Super Mobiler Bluetooth Lautsprecher Speaker mit 15 Stunden Spielzeit, 20 Meter Bluetooth Reichweite und Starkem Bass (Schwarz)","7,00%","13,90%"
"Amazon.de","rucksack damen",34,"B01E7691S4","KAUKKO Rucksack Damen Herren Studenten 17 Zoll Backpack für 15 Notebook Lässiger Daypacks Schüler Bag für Wandern 45 cm, 22.4 L","7,88%","9,97%","B07MFM94YC","FJÄLLRÄVEN Kånken Rucksack","5,77%","1,87%","B07CXS5349","Ela Mo’s Rucksack Damen | Schön und Durchdacht | für Uni Reisen Freizeit Job | mit Laptopfach & Anti Diebstahl Tasche | Rosa","5,40%","6,03%"
"Amazon.de","star wars",35,"B0786RLG2C","Star Wars: Die letzten Jedi","8,24%","11,97%","B0786X263W","Star Wars: Die letzten Jedi","7,53%","3,52%","B00VKYGU68","Star Wars: Die Digitale Filmkollektion [dt./OV]","4,62%","6,76%"
"Amazon.de","philips hue",36,"B0748MY3RX","Philips Hue White und Color Ambiance E27 LED Lampe Starter Set, drei Lampen","13,85%","12,15%","B0148NMVQA","Philips Hue LightStrip+ Basis Set (ohne Bridge), 2m, flexibel erweiterbar, dimmbar, bis zu 16 Millionen Farben, steuerbar via App, kompatibel mit Amazon Alexa (Echo, Echo Dot)","11,09%","14,80%","B07FYDGD7R","Philips Hue White and Color Ambiance Play Lightbar Doppelpack, dimmbar, bis zu 16 Millionen Farben, steuerbar via App, kompatibel mit Amazon Alexa, schwarz","8,28%","5,87%"
"Amazon.de","airpods",37,"B01MCW7EOW","Apple AirPods","47,41%","39,45%","B07M8PVFXW","Bluetooth Kopfhörer 4.1Kabellose in Ear Ohrstöpsel Mikrofon für airpods Phone X/8/8P7/7P/6s 6s Plus, Pad, und Android Geräte","11,43%","10,91%","B07L1LT222","Bluetooth-Headsets, kabellose Headsets Headset Bluetooth 4.1 InEar-Kopfhörer Ohrhörer Drahtloses Stereo-In-Ear-Freisprech-Mikrofon für Apple Airpods Android/iPhone","5,23%","7,71%"
"Amazon.de","schlüsselanhänger",38,"B01EEJR2SA","30 Stück Schlüsselanhänger zum Beschriften, Schlüsselschilder Kunststoff mit Ring auswechselbare Etiketten in schwarz, rot, gelb, weiß, grün","4,95%","16,73%","B06XPNR4FR","CAOLATOR Schlüsselanhänger Elegant Plüsch-Kugel Keychain Pelz Ball Fahrzeugschlüssel Weich Dekor Keychain Handtaschenanhänger","4,81%","3,67%","B074GVYS9D","Ankerpunkt Schlüsselanhänger Leder mit Gravur Lieblingsmensch, Geschenk für Frauen Männer Geburtstag Jahrestag Voll-Rindsleder Handmade in Germany (Dunkelbraun) Used Look","4,30%","3,48%"
"Amazon.de","iphone 7 hülle",39,"B01M1SCIOV","Spigen® [Ultra Hybrid 2 Kompatibel mit iPhone 8/7 Hülle, Einteilige Transparent Schutzhülle für Apple iPhone 7 iPhone 8 Case Black (042CS20926)","14,56%","19,03%","B01LAHQYVK","iPhone 8 Hülle, iPhone 7 Hülle, X-Level [Guardian Serie] Soft Flex TPU Case Ultradünn Handyhülle Silikon Bumper Cover Schutz Tasche Schale Schutzhülle für iPhone 7/ iPhone 8 4,7 Zoll - Weinrot","6,62%","5,46%","B01MZB1D2B","Humixx iPhone 8 Hülle with Schutzfolie, iPhone 7 Hülle with Schutzfolie, Anti-Fingerabdruck, Anti-Scratch FeinMatt FederLeicht Hülle Bumper Cover Schutz Tasche Schale Hardcase für iPhone 8/7-Schwarz","5,99%","7,47%"
"Amazon.de","huawei p20 lite hülle",40,"B07926KBK8","Spigen L22CS23072 Liquid Crystal für Huawei P20 Lite Hülle Transparent TPU Silikon Handyhülle Durchsichtig Schutzhülle Case - Crystal Clear","8,34%","11,70%","B0792KCF5R","Spigen L22CS23071 Liquid Air Huawei für P20 Lite Hülle Stylisch Muster Design Handyhülle Schutzhülle Capsule Case - Schwarz","6,45%","8,38%","B07B49CP7Q","Simpeak für Huawei P20 Lite Leder Hülle, Flip Wallet Case Cover für Huawei P20 Lite [Kartensteckplätze] [Stand Feature] [Magnetic Closure Snap],Schwarz","6,28%","9,28%"
"Amazon.de","pullover damen",41,"B074W6PDPK","EMMA Damen Herbst Winter Sexy Casual V-Ausschnitt Pullover Loose Rückenfrei Fledermaus Batwing Rücken Kreuz Lange Ärmel Sweater Stricken Pullover, Kaffee, One Size","5,95%","3,17%","B00WR6OAQ0","Nike Unisex Kinder Kapuzenpullover Team Club","5,16%","1,59%","B075NXXW56","ECOWISH Damen Kontrastfarbe Pulli Pullover Rollkragen Sweatshirt Kapuzenpulli Top Hoodies","5,01%","6,87%"
"Amazon.de","greys anatomy",42,"B00FAJCVGC","Grey's Anatomy - Staffel 1 [dt./OV]","18,53%","6,35%","B00ERNK4ZW","Grey's Anatomy - Staffel 1 [dt./OV]","16,91%","18,37%","B00ET11VCW","Grey's Anatomy - Staffel 2 [dt./OV]","5,66%","1,13%"
"Amazon.de","led strip",43,"B01I1HQ372","B.K.Licht LED Stripes, Stripe, Lichterkette, Band, Streifen, LED Leiste, LED Lichtleiste, LED Bänder, Lichterkette LED, weiß, bunt, inkl. Fernbedienung, inkl. Farbwechsel, 5m selbstklebend","26,51%","31,80%","B072KH1WPC","Led TV Hintergrundbeleuchtung,2M USB Led Beleuchtung Hintergrundbeleuchtung Fernseher USB für 40 bis 60 Zoll HDTV,TV-Bildschirm und PC-Monitor,Led Strip.MEHRWEG","7,87%","9,32%","B077BW4B5G","LED Strip RGB 5m LED Licht Streifen SMD 5050 Leds mit Netzteil, Fernbedienung Led stripes Lichtband Leiste Band Beleuchtung,MEHRWEG","7,50%","8,60%"
"Amazon.de","waschmaschine",44,"B0754WCWYC","Bauknecht WA Soft 7F4 Waschmaschine Frontlader / A+++ / 1400 UpM / 7 kg / Weiß / langlebiger Motor / Nachlegefunktion / Wasserschutz","21,67%","25,13%","B006T7JXMY","Gorenje WA6840 Waschmaschine FL / A+++ / 146 kWh/Jahr / 1400 UpM / 6 kg / 9.146 L/Jahr / Weiß / Startzeitvorwahl (24 h) / LED Display","8,65%","14,01%","B00N9XDPSO","Siemens iQ700 WM16W540 Waschmaschine / 8,00 kg / A+++ / 137 kWh / 1.600 U/min / Schnellwaschprogramm / Nachlegefunktion / aquaStop mit lebenslanger Garantie /","6,49%","3,80%"
"Amazon.de","marvel",45,"B07DJX6CDL","Cloak and Dagger - Staffel 1 [dt./OV]","8,22%","0,22%","B07J2XN432","Venom [dt./OV]","5,39%","2,90%","B07DJTR6T3","Cloak and Dagger - Staffel 1 [dt./OV]","5,08%","0,67%"
"Amazon.de","herr der ringe",46,"B00EXHI26U","Der Herr der Ringe - Die Gefährten","19,17%","26,13%","B00FCKT6OE","Der Herr der Ringe - Die Gefährten","13,75%","3,93%","B00IL1F2XK","Der Herr der Ringe - Die Zwei Türme, Extended Cut","4,69%","13,64%"
"Amazon.de","feuerwehrmann sam",47,"B07K2J8KTY","Feuerwehrmann Samm - Season 10","18,09%","0,20%","B07K2GL6SW","Feuerwehrmann Samm - Season 10","12,08%","0,53%","B003NLT9BY","Feuerwehrmann Sam","10,10%","0,00%"
"Amazon.de","deko",48,"B00N4RPVNM","3er Set LED Glaskugeln warmweiß inkl. Batteriefach und Netzstecker","6,09%","6,29%","B0798K743R","OUNONA 3 Stücke Künstliche Sukkulenten Pflanzen mit Töpfen Tischdeko Haus Balkon Büro Deko","4,93%","11,30%","B00N3WYDKK","Orientalische Laterne aus Metall Ziva Schwarz 30cm | orientalisches Marokkanisches Windlicht Gartenwindlicht | Marokkanische Metalllaterne für draußen als Gartenlaterne, oder Innen als Tischlaterne","4,24%","3,34%"
"Amazon.de","samsung galaxy s9 hülle",49,"B078BBS34R","Spigen 592CS22846 Tough Armor Kompatibel mit Samsung Galaxy S9 Hülle, Doppelte Schutzschicht für Extrem Fallschutz Schutzhülle Case Black","10,41%","12,89%","B07896GDZ7","Spigen 592CS22872 Thin Fit 360 Kompatibel mit Samsung Galaxy S9 Hülle, 360° Rundumschutz Gratis Panzerglas Handyhülle Schutzhülle Case Schwarz","6,90%","6,26%","B0789T8P88","Spigen 592CS22833 Liquid Air Kompatibel mit Samsung Galaxy S9 Hülle, Stylisch Muster Design Handyhülle Schutzhülle Capsule Case Matte Black","6,69%","9,09%"
"Amazon.de","popsocket",50,"B01DNRMTA0","PopSockets: Ausziehbarer Sockel und Griff für Smartphones und Tablets - Blush","11,04%","13,56%","B00UY1YTGG","PopSockets: Ausziehbarer Sockel und Griff für Smartphones und Tablets - Black","11,03%","14,33%","B01EFKSENA","PopSockets: Ausziehbarer Sockel und Griff für Smartphones und Tablets - Blue Nebula","8,82%","12,18%"
"Amazon.de","disney",51,"B00Q2Q1RWG","I Love Disney","4,09%","0,30%","B079VRTWY8","QUIZ Disney Classics - Das Spiel testet dein Wissen mit 500 Fragen rund um die schönsten Disneyfilme | Wissensspiel  (Deutsch)","3,94%","6,09%","B01N4V0RAO","Disney Magic Moments 2: Die größten Disney Love Songs","3,14%","0,00%"
